"park","plot","species","rep","date","plot.1","subplot","height","biomass","topfr","sidefr","notes","fruits","seeds","unique","PLECON","NAVSQU","PLAFIG","EPIDEN","GILCAP","COLLIN","CLAPUR","COLLOM","LACTUCA","SHEARV","GERANIUM","LEUVUL","CERGLO","LATHVIC","MYOSOTIS","TRIFOLIUM","ERILAN","DAUCAR","A","B","C","D","E","F","G","sedge","LINBIE","VERARV","DICCON","ACMAME"
"WIR","DIVERSE","CLAPUR",31,"7/17/24",8,"B3",25.1,NA,NA,NA,NA,5,270,"WIR-DIVERSE-8-B3",0,40,1,7,3,3,3,0,0,0,0,0,1,0,0,0,0,7,2,0,0,0,0,0,0,0,NA,2,NA,NA
"WIR","DIVERSE","CLAPUR",32,"7/17/24",7,"D4",21.5,NA,NA,NA,NA,21,1134,"WIR-DIVERSE-7-D4",0,13,0,0,0,0,9,0,3,1,0,0,0,0,1,0,0,2,0,0,0,0,0,1,0,0,NA,4,NA,NA
"WIR","DIVERSE","CLAPUR",32,"7/17/24",8,"A3",16,NA,NA,NA,NA,5,270,"WIR-DIVERSE-8-A3",0,30,0,4,3,2,12,0,0,1,0,0,2,0,0,0,0,4,0,0,0,0,0,0,0,0,NA,3,NA,NA
"WIR","DIVERSE","CLAPUR",33,"7/17/24",7,"A4",18.5,NA,NA,NA,NA,15,810,"WIR-DIVERSE-7-A4",0,1,0,0,0,0,5,0,2,1,0,1,2,0,0,0,0,4,0,0,0,0,0,0,0,0,NA,NA,NA,NA
"WIR","DIVERSE","CLAPUR",34,"7/17/24",7,"C4",11.8,NA,NA,NA,NA,5,270,"WIR-DIVERSE-7-C4",0,15,0,0,0,0,12,0,1,4,0,2,0,0,0,0,0,3,0,1,0,0,0,0,0,0,NA,NA,NA,NA
"WIR","DIVERSE","CLAPUR",35,"7/17/24",11,"A1",12.2,NA,NA,NA,"notebook entry",6,324,"WIR-DIVERSE-11-A1",0,0,0,2,0,0,12,2,0,0,0,0,0,0,0,0,0,2,0,1,0,1,0,0,0,0,0,0,0,0
"WIR","DIVERSE","CLAPUR",36,"7/17/24",11,"A3",8,NA,NA,NA,"notebook entry",2,108,"WIR-DIVERSE-11-A3",0,4,0,0,0,0,13,0,0,0,0,0,0,2,1,0,0,6,1,0,0,0,0,0,0,0,0,1,0,0
"WIR","DIVERSE","CLAPUR",37,"7/17/24",11,"B1",15.9,NA,NA,NA,"notebook entry",2,108,"WIR-DIVERSE-11-B1",0,5,0,0,3,0,26,6,1,2,0,0,2,0,0,0,0,5,0,1,0,0,0,0,0,0,0,0,0,0
"WIR","DIVERSE","CLAPUR",38,"7/17/24",11,"A4",15.8,NA,NA,NA,"notebook entry",7,378,"WIR-DIVERSE-11-A4",0,4,0,0,0,0,12,2,0,1,0,0,2,0,0,0,0,2,1,1,0,1,0,0,0,0,0,0,0,0
"WIR","DIVERSE","CLAPUR",39,"7/17/24",11,"B5",14.6,NA,NA,NA,"notebook entry",2,108,"WIR-DIVERSE-11-B5",0,8,2,0,0,3,29,6,0,1,0,0,0,0,0,0,0,8,0,1,0,2,0,0,0,0,0,1,0,0
"WIR","DIVERSE","CLAPUR",40,"7/17/24",11,"B2",14.9,NA,NA,NA,"notebook entry",4,216,"WIR-DIVERSE-11-B2",0,1,0,0,0,1,9,0,1,0,0,0,0,0,0,0,0,3,0,1,0,0,0,0,0,0,0,0,0,0
"WIR","DIVERSE","CLAPUR",41,"7/17/24",11,"D2",12.8,NA,NA,NA,"notebook entry",2,108,"WIR-DIVERSE-11-D2",0,3,0,0,0,1,15,7,0,0,1,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,1,0,0
"WIR","DIVERSE","CLAPUR",42,"7/17/24",11,"D3",13.4,NA,NA,NA,"notebook entry",5,270,"WIR-DIVERSE-11-D3",0,2,0,0,0,1,12,4,0,0,0,0,2,1,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0
"WIR","DIVERSE","CLAPUR",43,"7/17/24",11,"D4",11.1,NA,NA,NA,"notebook entry",4,216,"WIR-DIVERSE-11-D4",0,0,0,0,0,0,14,0,0,0,0,0,1,1,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0
"WIR","DIVERSE","CLAPUR",44,"7/17/24",9,"A1",21,NA,NA,NA,"notebook entry",18,972,"WIR-DIVERSE-9-A1",0,1,0,3,1,2,15,0,0,0,0,0,1,0,1,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0
"WIR","DIVERSE","CLAPUR",45,"7/17/24",9,"D4",9.8,NA,NA,NA,"notebook entry",2,108,"WIR-DIVERSE-9-D4",0,0,0,0,0,1,16,0,0,2,0,0,0,1,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,1
"WIR","DIVERSE","CLAPUR",46,"7/17/24",9,"A3",29.7,NA,NA,NA,"notebook entry",14,756,"WIR-DIVERSE-9-A3",0,20,0,2,3,1,8,0,0,2,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0
"WIR","DIVERSE","CLAPUR",47,"7/17/24",9,"C4",5.2,NA,NA,NA,"notebook entry",1,54,"WIR-DIVERSE-9-C4",0,0,0,0,0,0,19,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,2
"WIR","DIVERSE","CLAPUR",48,"7/17/24",9,"C2",9,NA,NA,NA,"notebook entry",5,270,"WIR-DIVERSE-9-C2",0,12,0,0,2,1,18,1,0,0,0,0,0,4,1,0,0,5,1,0,0,0,0,0,0,0,0,0,0,0
"WIR","DIVERSE","CLAPUR",49,"7/17/24",9,"C5",10.2,NA,NA,NA,"notebook entry",3,162,"WIR-DIVERSE-9-C5",0,0,0,0,0,0,22,0,5,0,0,0,0,0,4,0,0,7,0,0,0,2,0,0,2,0,0,0,0,0
"WIR","DIVERSE","CLAPUR",50,"7/17/24",9,"C1",11,NA,NA,NA,"notebook entry",4,216,"WIR-DIVERSE-9-C1",0,3,0,0,0,2,19,1,0,0,0,0,0,1,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0
"WIR","DIVERSE","CLAPUR",51,"7/17/24",9,"D4",11.9,NA,NA,NA,"notebook entry",1,54,"WIR-DIVERSE-9-D4",0,0,0,0,0,1,16,0,0,2,0,0,0,1,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,1
"WIR","DIVERSE","COLLIN",2,"7/15/24",2,"D1",NA,"0.032",NA,NA,NA,4,16,"WIR-DIVERSE-2-D1",4,2,0,3,7,7,23,6,0,0,0,0,2,0,0,0,0,6,2,0,1,0,0,0,0,0,NA,NA,NA,NA
"WIR","DIVERSE","COLLIN",3,"7/17/24",4,"A5",NA,"0.033",NA,NA,"not bagged",3,12,"WIR-DIVERSE-4-A5",0,9,0,3,3,1,17,1,0,1,1,0,2,0,0,0,0,5,1,0,0,0,0,0,0,0,NA,NA,NA,NA
"WIR","DIVERSE","COLLIN",4,"7/12/24",1,"B4",NA,NA,NA,NA,NA,4,16,"WIR-DIVERSE-1-B4",0,11,2,2,2,2,8,6,0,0,0,0,0,0,2,0,0,4,0,0,2,1,0,0,0,0,NA,NA,NA,NA
"WIR","DIVERSE","COLLIN",5,"7/12/24",1,"C1",NA,NA,NA,NA,NA,3,12,"WIR-DIVERSE-1-C1",6,7,1,1,1,2,10,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,NA,NA,NA,NA
"WIR","DIVERSE","COLLIN",6,"7/12/24",1,"C3",NA,NA,NA,NA,NA,8,32,"WIR-DIVERSE-1-C3",3,15,2,6,5,4,10,9,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,3,NA,NA,NA,NA
"WIR","DIVERSE","COLLIN",7,"7/15/24",2,"D5",NA,"0.03",NA,NA,NA,2,8,"WIR-DIVERSE-2-D5",0,5,1,4,7,1,34,3,0,1,0,0,1,2,0,0,0,4,0,1,0,0,0,0,0,0,NA,NA,NA,NA
"WIR","DIVERSE","COLLIN",8,"7/15/24",2,"D1",NA,NA,NA,NA,NA,2,8,"WIR-DIVERSE-2-D1",4,2,0,3,7,7,23,6,0,0,0,0,2,0,0,0,0,6,2,0,1,0,0,0,0,0,NA,NA,NA,NA
"WIR","DIVERSE","COLLIN",9,"7/15/24",2,"D4",NA,NA,NA,NA,NA,2,8,"WIR-DIVERSE-2-D4",0,11,0,7,7,4,36,3,0,0,0,0,1,1,0,0,0,3,1,0,0,0,0,0,0,0,NA,NA,NA,NA
"WIR","DIVERSE","COLLIN",10,"7/15/24",2,"C3",NA,NA,NA,NA,NA,2,8,"WIR-DIVERSE-2-C3",1,16,0,2,5,4,20,4,1,0,0,0,0,0,2,0,1,4,0,0,0,0,0,0,0,3,NA,NA,NA,NA
"WIR","DIVERSE","COLLIN",11,"7/15/24",3,"D4",NA,"0.053",NA,NA,NA,2,8,"WIR-DIVERSE-3-D4",0,4,1,0,1,2,26,4,0,6,0,0,0,0,4,1,0,7,2,0,0,0,0,0,0,0,NA,NA,NA,NA
"WIR","DIVERSE","COLLIN",12,"7/15/24",5,"D1",NA,NA,NA,NA,NA,2,8,"WIR-DIVERSE-5-D1",2,57,0,4,2,4,5,0,1,0,0,0,2,0,1,0,0,5,1,0,0,1,0,0,0,0,NA,NA,NA,NA
"WIR","DIVERSE","COLLIN",13,"7/17/24",6,"C5",NA,"0.449",NA,NA,NA,48,192,"WIR-DIVERSE-6-C5",0,55,0,4,3,1,4,0,0,2,0,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,NA,NA,NA,NA
"WIR","DIVERSE","COLLIN",14,"7/17/24",6,"A5",NA,"0.142",NA,NA,NA,18,72,"WIR-DIVERSE-6-A5",0,19,0,0,0,1,6,5,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,NA,NA,NA,NA
"WIR","DIVERSE","COLLIN",15,"7/17/24",4,"E4",NA,NA,NA,NA,NA,4,16,"WIR-DIVERSE-4-E4",0,22,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,8,5,2,1,2,0,0,0,0,NA,NA,NA,NA
"WIR","DIVERSE","COLLIN",16,"7/17/24",7,"D1",NA,NA,NA,NA,NA,7,28,"WIR-DIVERSE-7-D1",0,9,1,6,4,6,9,2,0,0,0,0,0,0,4,0,0,5,0,0,0,0,0,0,0,0,NA,1,NA,NA
"WIR","DIVERSE","COLLIN",17,"7/17/24",7,"A3",NA,NA,NA,NA,NA,4,16,"WIR-DIVERSE-7-A3",0,7,0,1,0,1,9,0,0,3,0,0,4,0,1,0,0,5,0,0,0,0,0,0,0,0,NA,1,NA,NA
"WIR","DIVERSE","COLLIN",18,"7/17/24",7,"C2",NA,NA,NA,NA,NA,5,20,"WIR-DIVERSE-7-C2",0,15,0,1,0,0,5,0,1,1,0,2,0,0,0,0,0,3,0,0,0,0,0,0,0,0,NA,NA,NA,2
"WIR","DIVERSE","COLLIN",19,"7/17/24",7,"B1",NA,NA,NA,NA,NA,4,16,"WIR-DIVERSE-7-B1",0,18,0,3,7,2,5,2,0,1,0,0,1,0,0,0,0,7,0,0,0,2,0,0,0,0,NA,2,NA,NA
"WIR","DIVERSE","COLLIN",20,"7/17/24",10,"A5",NA,NA,NA,NA,NA,4,16,"WIR-DIVERSE-10-A5",0,1,0,0,4,5,16,4,2,3,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
"WIR","DIVERSE","COLLIN",21,"7/17/24",10,"A3",NA,NA,NA,NA,NA,2,8,"WIR-DIVERSE-10-A3",0,6,0,1,2,2,26,1,1,2,1,0,0,1,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0
"WIR","DIVERSE","COLLIN",22,"7/17/24",8,"B5",NA,NA,NA,NA,NA,11,44,"WIR-DIVERSE-8-B5",0,28,0,3,3,5,9,0,0,0,0,0,1,1,0,0,0,14,0,2,0,1,0,0,0,0,NA,2,NA,NA
"WIR","DIVERSE","COLLIN",23,"7/17/24",11,"C5",NA,NA,NA,NA,"notebook entry",5,20,"WIR-DIVERSE-11-C5",0,4,0,0,0,2,15,3,2,4,0,0,0,4,0,0,0,14,0,0,4,0,0,0,0,0,0,0,0,0
"WIR","DIVERSE","COLLIN",24,"7/17/24",9,"A5",NA,NA,NA,NA,"notebook entry",9,36,"WIR-DIVERSE-9-A5",0,3,0,0,2,5,0,7,1,3,0,0,0,0,0,0,1,1,2,0,0,1,0,0,0,0,0,0,0,0
"WIR","DIVERSE","COLLIN",25,"7/17/24",9,"A4",NA,NA,NA,NA,"notebook entry",5,20,"WIR-DIVERSE-9-A4",0,0,1,1,4,6,16,2,2,2,0,1,2,1,0,0,0,11,0,0,0,5,0,0,0,0,0,0,0,0
"WIR","DIVERSE","COLLIN",26,"7/17/24",9,"B3",NA,NA,NA,NA,"notebook entry",12,48,"WIR-DIVERSE-9-B3",0,1,0,1,0,1,16,1,0,2,0,0,0,2,1,0,0,6,0,0,0,0,0,0,0,0,0,0,0,1
"WIR","DIVERSE","GILCAP",1,"7/15/24",2,"D2",21.1,"0.212",NA,NA,NA,25,50,"WIR-DIVERSE-2-D2",2,9,3,4,11,4,17,3,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,3,NA,NA,NA,NA
"WIR","DIVERSE","GILCAP",3,"7/17/24",4,"C4",21.2,"0.246",NA,NA,NA,50,100,"WIR-DIVERSE-4-C4",0,29,0,2,2,2,14,2,1,1,0,0,1,0,1,0,0,7,3,0,0,0,0,0,0,0,NA,NA,NA,NA
"WIR","DIVERSE","GILCAP",4,"7/12/24",1,"E1",11.4,NA,NA,NA,NA,50,100,"WIR-DIVERSE-1-E1",1,4,0,3,3,3,15,3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,4,NA,NA,NA,NA
"WIR","DIVERSE","GILCAP",5,"7/12/24",1,"B5",22.5,NA,NA,NA,NA,125,250,"WIR-DIVERSE-1-B5",0,8,0,0,5,0,12,4,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,NA,NA,NA,NA
"WIR","DIVERSE","GILCAP",6,"7/12/24",1,"D3",18.7,NA,NA,NA,NA,25,50,"WIR-DIVERSE-1-D3",0,17,1,3,4,1,13,8,0,0,0,0,0,2,0,0,0,0,0,0,0,1,0,0,0,1,NA,NA,NA,NA
"WIR","DIVERSE","GILCAP",7,"7/12/24",1,"B2",22.8,NA,NA,NA,NA,100,200,"WIR-DIVERSE-1-B2",0,1,0,2,5,1,15,5,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,4,NA,NA,NA,NA
"WIR","DIVERSE","GILCAP",8,"7/15/24",2,"A4",12,"0.089",NA,NA,NA,25,50,"WIR-DIVERSE-2-A4",0,8,0,0,5,4,20,7,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,3,NA,NA,NA,NA
"WIR","DIVERSE","GILCAP",9,"7/16/24",2,"D3",13.5,NA,NA,NA,NA,25,50,"WIR-DIVERSE-2-D3",1,13,2,4,6,5,19,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,3,NA,NA,NA,NA
"WIR","DIVERSE","GILCAP",10,"7/16/24",2,"B5",15.1,NA,NA,NA,NA,25,50,"WIR-DIVERSE-2-B5",1,10,0,1,2,3,33,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,NA,NA,NA,NA
"WIR","DIVERSE","GILCAP",11,"7/16/24",2,"B2",39.4,NA,NA,NA,NA,175,350,"WIR-DIVERSE-2-B2",0,6,0,5,3,0,36,1,0,5,0,0,1,0,2,0,0,2,1,0,0,0,0,0,0,0,NA,NA,NA,NA
"WIR","DIVERSE","GILCAP",12,"7/16/24",3,"E4",22.6,"0.297",NA,NA,NA,100,200,"WIR-DIVERSE-3-E4",0,4,0,1,2,0,20,2,0,3,0,0,0,1,0,0,0,2,1,1,0,1,0,0,0,0,NA,NA,NA,NA
"WIR","DIVERSE","GILCAP",13,"7/16/24",3,"D2",19.6,"0.241",NA,NA,NA,75,150,"WIR-DIVERSE-3-D2",1,10,0,1,2,0,28,1,1,0,0,0,1,0,3,0,0,5,3,0,1,0,0,0,0,0,NA,NA,NA,NA
"WIR","DIVERSE","GILCAP",14,"7/16/24",5,"E2",40.5,NA,NA,NA,NA,50,100,"WIR-DIVERSE-5-E2",0,20,2,2,3,2,5,3,0,0,0,0,1,0,3,0,0,5,3,2,0,0,0,0,0,0,NA,NA,NA,NA
"WIR","DIVERSE","GILCAP",15,"7/16/24",5,"B5",22.5,NA,NA,NA,NA,50,100,"WIR-DIVERSE-5-B5",0,8,0,0,0,0,10,0,0,0,0,0,0,0,1,0,0,6,4,0,1,1,0,0,0,0,NA,NA,NA,NA
"WIR","DIVERSE","GILCAP",16,"7/16/24",5,"B3",24.1,NA,NA,NA,NA,25,50,"WIR-DIVERSE-5-B3",0,15,0,0,1,0,17,0,1,2,0,0,0,0,1,0,0,7,4,0,0,3,0,0,0,0,NA,NA,NA,NA
"WIR","DIVERSE","GILCAP",17,"7/17/24",6,"B3",26,NA,NA,NA,NA,75,150,"WIR-DIVERSE-6-B3",0,6,0,4,2,1,5,0,3,3,0,0,3,0,0,0,0,3,1,0,0,1,0,2,0,0,NA,NA,NA,NA
"WIR","DIVERSE","GILCAP",18,"7/17/24",6,"B5",34.5,NA,NA,NA,NA,75,150,"WIR-DIVERSE-6-B5",0,21,0,3,2,0,5,0,0,0,0,0,1,0,0,0,0,2,3,1,0,0,0,0,0,0,NA,NA,NA,NA
"WIR","DIVERSE","GILCAP",19,"7/17/24",6,"C4",22.2,NA,NA,NA,NA,50,100,"WIR-DIVERSE-6-C4",0,69,1,4,2,0,5,0,2,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,NA,NA,NA,NA
"WIR","DIVERSE","GILCAP",20,"7/17/24",6,"E4",43.8,NA,NA,NA,NA,200,400,"WIR-DIVERSE-6-E4",0,12,0,0,1,0,4,1,6,4,0,0,10,0,6,0,0,5,15,0,0,0,0,0,0,0,NA,1,NA,NA
"WIR","DIVERSE","GILCAP",21,"7/17/24",6,"B4",31.3,NA,NA,NA,NA,25,50,"WIR-DIVERSE-6-B4",0,40,0,0,2,0,8,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,2,0,0,NA,NA,NA,NA
"WIR","DIVERSE","GILCAP",22,"7/17/24",4,"A3",30.4,NA,NA,NA,NA,125,250,"WIR-DIVERSE-4-A3",0,15,0,4,2,2,10,2,0,4,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,NA,NA,NA,NA
"WIR","DIVERSE","GILCAP",23,"7/17/24",4,"E2",28.9,NA,NA,NA,NA,200,400,"WIR-DIVERSE-4-E2",0,5,0,2,2,1,6,1,0,4,0,0,3,2,4,0,0,7,5,1,1,0,0,0,0,0,NA,NA,NA,NA
"WIR","DIVERSE","GILCAP",24,"7/17/24",4,"D3",18.3,NA,NA,NA,NA,50,100,"WIR-DIVERSE-4-D3",0,19,0,2,2,0,15,1,0,1,0,0,0,0,1,0,0,2,1,0,0,1,0,0,0,0,NA,NA,NA,NA
"WIR","DIVERSE","GILCAP",25,"7/17/24",7,"B3",26,NA,NA,NA,NA,100,200,"WIR-DIVERSE-7-B3",0,14,0,5,2,1,15,0,1,3,0,0,0,0,0,0,0,2,0,0,0,0,0,1,0,0,NA,NA,NA,NA
"WIR","DIVERSE","GILCAP",26,"7/17/24",7,"B4",19,NA,NA,NA,NA,150,300,"WIR-DIVERSE-7-B4",0,8,0,3,1,0,6,2,2,2,0,0,0,0,2,0,0,0,0,0,0,1,0,1,0,0,NA,NA,NA,NA
"WIR","DIVERSE","GILCAP",27,"7/17/24",8,"C4",17,NA,NA,NA,NA,25,50,"WIR-DIVERSE-8-C4",0,36,3,0,2,4,4,0,0,0,0,1,3,0,2,0,0,15,0,0,0,0,0,0,0,0,NA,3,NA,1
"WIR","DIVERSE","GILCAP",28,"7/17/24",8,"A5",16.1,NA,NA,NA,NA,50,100,"WIR-DIVERSE-8-A5",0,13,0,1,2,0,11,0,0,0,0,0,0,0,0,0,0,5,1,1,0,1,0,0,0,0,NA,NA,NA,NA
"WIR","DIVERSE","GILCAP",29,"7/17/24",8,"C3",24,NA,NA,NA,NA,150,300,"WIR-DIVERSE-8-C3",0,35,0,4,2,2,4,0,3,0,0,0,0,1,3,0,0,2,1,0,0,0,0,0,0,0,NA,NA,NA,NA
"WIR","DIVERSE","GILCAP",30,"7/17/24",11,"C1",15.8,NA,NA,NA,"notebook entry",25,50,"WIR-DIVERSE-11-C1",0,9,0,0,2,3,12,7,0,0,0,0,0,3,0,0,0,9,0,2,0,0,0,0,0,0,0,0,0,0
"WIR","DIVERSE","GILCAP",31,"7/17/24",11,"C3",13.5,NA,NA,NA,"notebook entry",75,150,"WIR-DIVERSE-11-C3",0,1,0,0,1,0,14,0,0,2,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
"WIR","DIVERSE","GILCAP",32,"7/17/24",11,"B5",19.7,NA,NA,NA,"notebook entry",25,50,"WIR-DIVERSE-11-B5",0,8,2,0,0,3,29,6,0,1,0,0,0,0,0,0,0,8,0,1,0,2,0,0,0,0,0,1,0,0
"WIR","DIVERSE","GILCAP",33,"7/17/24",9,"B5",19.5,NA,NA,NA,"notebook entry",25,50,"WIR-DIVERSE-9-B5",0,11,0,0,2,13,1,1,0,0,0,0,0,0,0,0,0,10,1,0,0,1,0,0,0,0,0,0,0,0
"WIR","DIVERSE","GILCAP",34,"7/17/24",9,"A4",24.5,NA,NA,NA,"notebook entry",25,50,"WIR-DIVERSE-9-A4",0,0,1,1,4,6,16,2,2,2,0,1,2,1,0,0,0,11,0,0,0,5,0,0,0,0,0,0,0,0
"WIR","DIVERSE","GILCAP",35,"7/17/24",9,"B5",11.6,NA,NA,NA,"notebook entry",25,50,"WIR-DIVERSE-9-B5",0,11,0,0,2,13,1,1,0,0,0,0,0,0,0,0,0,10,1,0,0,1,0,0,0,0,0,0,0,0
"WIR","DIVERSE","GILCAP",36,"7/17/24",9,"A1",13.6,NA,NA,NA,"notebook entry",25,50,"WIR-DIVERSE-9-A1",0,1,0,3,1,2,15,0,0,0,0,0,1,0,1,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0
"WIR","DIVERSE","PLAFIG",2,"7/17/24",5,"D1",NA,NA,NA,NA,NA,0,0,"WIR-DIVERSE-5-D1",2,57,0,4,2,4,5,0,1,0,0,0,2,0,1,0,0,5,1,0,0,1,0,0,0,0,NA,NA,NA,NA
"WIR","DIVERSE","PLAFIG",3,"7/17/24",4,"C3",NA,"0.0157",NA,NA,NA,4,16,"WIR-DIVERSE-4-C3",0,12,1,4,6,7,13,2,3,6,0,0,1,0,1,0,0,2,10,0,0,0,0,0,0,0,NA,NA,NA,NA
"WIR","DIVERSE","PLAFIG",4,"7/12/24",1,"A2",NA,NA,NA,NA,NA,4,16,"WIR-DIVERSE-1-A2",1,1,1,1,2,1,14,2,0,0,1,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,NA,NA,NA,NA
"WIR","DIVERSE","PLAFIG",5,"7/12/24",1,"D3",NA,NA,NA,NA,NA,5,20,"WIR-DIVERSE-1-D3",0,17,1,3,4,1,13,8,0,0,0,0,0,2,0,0,0,0,0,0,0,1,0,0,0,1,NA,NA,NA,NA
"WIR","DIVERSE","PLAFIG",6,"7/12/24",1,"E4",NA,NA,NA,NA,NA,7,28,"WIR-DIVERSE-1-E4",0,5,1,6,1,0,8,1,0,1,0,0,1,2,0,4,0,0,1,0,0,0,0,0,0,0,NA,NA,NA,NA
"WIR","DIVERSE","PLAFIG",7,"7/12/24",1,"D1",NA,NA,NA,NA,NA,4,16,"WIR-DIVERSE-1-D1",0,5,2,0,1,1,22,3,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,NA,NA,NA,NA
"WIR","DIVERSE","PLAFIG",8,"7/15/24",2,"D2",NA,"0.0173",NA,NA,NA,4,16,"WIR-DIVERSE-2-D2",2,9,3,4,11,4,17,3,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,3,NA,NA,NA,NA
"WIR","DIVERSE","PLAFIG",9,"7/15/24",2,"C4",NA,"0.0092",NA,NA,NA,6,24,"WIR-DIVERSE-2-C4",0,5,2,0,0,2,28,6,1,1,1,0,0,1,2,0,0,0,1,0,0,0,0,0,0,0,NA,NA,NA,NA
"WIR","DIVERSE","PLAFIG",10,"7/15/24",2,"D3",NA,NA,NA,NA,NA,6,24,"WIR-DIVERSE-2-D3",1,13,2,4,6,5,19,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,3,NA,NA,NA,NA
"WIR","DIVERSE","PLAFIG",11,"7/15/24",2,"D3",NA,NA,NA,NA,NA,7,28,"WIR-DIVERSE-2-D3",1,13,2,4,6,5,19,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,3,NA,NA,NA,NA
"WIR","DIVERSE","PLAFIG",12,"7/15/24",5,"E2",NA,NA,NA,NA,NA,16,64,"WIR-DIVERSE-5-E2",0,20,2,2,3,2,5,3,0,0,0,0,1,0,3,0,0,5,3,2,0,0,0,0,0,0,NA,NA,NA,NA
"WIR","DIVERSE","PLAFIG",13,"7/15/24",3,"B1",NA,"0.011",NA,NA,NA,9,36,"WIR-DIVERSE-3-B1",0,9,2,0,1,0,18,2,1,1,0,0,0,0,1,0,0,4,1,1,0,0,0,0,0,0,NA,NA,NA,NA
"WIR","DIVERSE","PLAFIG",14,"7/15/24",5,"D3",NA,NA,NA,NA,NA,4,16,"WIR-DIVERSE-5-D3",0,18,2,1,7,0,15,1,0,0,0,0,0,0,1,0,0,9,3,0,0,2,0,0,0,0,NA,NA,NA,NA
"WIR","DIVERSE","PLAFIG",15,"7/15/24",3,"D3",NA,NA,NA,NA,NA,3,12,"WIR-DIVERSE-3-D3",1,2,0,1,0,2,17,0,1,1,0,0,1,1,2,0,0,0,3,0,0,0,0,0,0,0,NA,NA,NA,NA
"WIR","DIVERSE","PLAFIG",16,"7/15/24",3,"B2",NA,"0.0068",NA,NA,NA,6,24,"WIR-DIVERSE-3-B2",0,12,1,1,0,1,19,4,0,2,1,0,0,0,1,0,0,8,3,0,0,0,0,0,0,0,NA,NA,NA,NA
"WIR","DIVERSE","PLAFIG",17,"7/15/24",5,"B4",NA,NA,NA,NA,NA,5,20,"WIR-DIVERSE-5-B4",0,32,1,4,0,0,7,0,2,2,0,0,0,0,6,0,0,6,1,0,0,2,0,0,0,0,NA,NA,NA,NA
"WIR","DIVERSE","PLAFIG",18,"7/15/24",3,"B4",NA,NA,NA,NA,NA,8,32,"WIR-DIVERSE-3-B4",0,12,1,1,6,0,18,5,0,0,0,0,2,2,2,0,0,3,0,0,0,0,0,0,0,0,NA,NA,NA,NA
"WIR","DIVERSE","PLAFIG",19,"7/17/24",4,"A2",NA,"0.0093",NA,NA,NA,5,20,"WIR-DIVERSE-4-A2",0,11,4,4,5,3,5,2,0,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,NA,NA,NA,NA
"WIR","DIVERSE","PLAFIG",20,"7/17/24",4,"A2",NA,NA,NA,NA,NA,20,80,"WIR-DIVERSE-4-A2",0,11,4,4,5,3,5,2,0,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,NA,NA,NA,NA
"WIR","DIVERSE","PLAFIG",21,"7/17/24",6,"C4",NA,"0.0266",NA,NA,NA,21,84,"WIR-DIVERSE-6-C4",0,69,1,4,2,0,5,0,2,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,NA,NA,NA,NA
