"park","plot","species","rep","date","plot.1","subplot","height","biomass","topfr","sidefr","notes","fruits","seeds","unique","focal_collect","PLECON","NAVSQU","PLAFIG","EPIDEN","GILCAP","COLLIN","CLAPUR","COLLOM","LACTUCA","MYO","CHICKWEED","VICIA","MADIA","LEUVUL","DAUCUS","LINBIE","PLANTAIN","GERANIUM","GALIUM","SHEARV","CAMAS","CLOVER","J","C","F","G","H","I","VERARV","A","SEDGE","EPICIL","ERILAN","JUNCUS","SCARLET.PIMPERNEL","LUPBIC","D","FRLA"
"BR","DIVERSE","COLLIN",7,"7/24/24",2,"B4",NA,"0.132",NA,NA,NA,13,52,"BR-DIVERSE-2-B4",NA,0,4,0,0,0,1,0,0,0,0,0,0,7,0,2,5,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA
"BR","DIVERSE","COLLIN",8,"7/24/24",2,"C4",NA,"0.015",NA,NA,NA,4,16,"BR-DIVERSE-2-C4",NA,0,0,0,0,0,1,0,1,0,0,0,0,15,0,2,5,0,1,0,0,0,0,0,0,3,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA
"BR","DIVERSE","COLLIN",9,"7/24/24",2,"B3",NA,"0.02",NA,NA,NA,3,12,"BR-DIVERSE-2-B3",NA,0,0,0,0,0,3,1,0,0,0,0,0,6,0,2,5,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,NA,NA,NA,NA,NA,NA,NA
"BR","DIVERSE","COLLIN",10,"7/24/24",2,"C2",NA,NA,NA,NA,NA,3,12,"BR-DIVERSE-2-C2",NA,0,1,0,0,1,1,1,0,0,0,0,0,10,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA
"BR","DIVERSE","COLLIN",11,"7/24/24",2,"B2",NA,NA,NA,NA,NA,3,12,"BR-DIVERSE-2-B2",NA,4,0,0,1,0,3,0,1,0,0,0,0,11,0,1,0,0,0,0,0,0,0,0,0,2,0,0,0,0,1,0,NA,NA,NA,NA,NA,NA,NA
"BR","DIVERSE","COLLIN",12,"7/24/24",3,"A5",NA,NA,NA,NA,NA,7,28,"BR-DIVERSE-3-A5",NA,1,0,0,3,3,3,5,2,0,0,0,0,6,0,1,0,0,0,0,0,0,0,0,1,2,0,0,2,0,0,0,0,NA,NA,NA,NA,NA,NA
"BR","DIVERSE","COLLIN",13,"7/24/24",4,"A5",NA,NA,NA,NA,NA,4,16,"BR-DIVERSE-4-A5",NA,0,2,3,1,3,0,0,0,0,5,0,0,3,1,1,0,0,1,0,0,0,0,0,0,3,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA
"BR","DIVERSE","COLLIN",14,"7/25/24",5,"D3",7.2,NA,NA,NA,NA,2,8,"BR-DIVERSE-5-D3",NA,0,2,1,4,2,0,3,3,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,NA,NA,NA
"BR","DIVERSE","COLLIN",15,"7/25/24",5,"C4",NA,NA,NA,NA,NA,3,12,"BR-DIVERSE-5-C4",NA,0,0,0,0,0,3,3,3,0,1,0,0,2,0,3,0,1,1,1,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,NA,NA,NA
"BR","DIVERSE","COLLIN",16,"7/25/24",12,"C2",NA,NA,NA,NA,NA,4,16,"BR-DIVERSE-12-C2",NA,0,7,0,6,6,1,6,0,0,1,0,1,1,2,3,2,0,0,1,0,0,0,0,0,3,0,0,0,0,2,0,0,0,0,0,NA,0,NA
"BR","DIVERSE","COLLIN",17,"7/25/24",12,"B4",NA,NA,NA,NA,NA,3,12,"BR-DIVERSE-12-B4",NA,0,3,0,2,7,2,2,0,1,0,0,0,0,1,6,0,0,1,1,0,1,0,0,1,5,0,0,0,0,0,0,0,0,0,0,NA,0,NA
"BR","DIVERSE","COLLIN",18,"7/25/24",13,"A2",NA,NA,NA,NA,NA,3,12,"BR-DIVERSE-13-A2",NA,3,13,0,4,0,1,0,0,1,1,1,0,2,0,0,2,0,0,1,0,1,1,1,2,2,0,1,0,2,0,1,1,0,1,0,1,1,1
"BR","DIVERSE","COLLIN",19,"7/25/24",9,"A2",NA,NA,NA,NA,NA,3,12,"BR-DIVERSE-9-A2",NA,1,8,0,3,3,1,2,2,1,1,1,0,1,1,0,1,0,0,1,0,0,0,0,2,0,0,0,1,0,0,0,0,0,0,0,NA,NA,NA
"BR","DIVERSE","COLLIN",20,"7/25/24",9,"C1",NA,NA,NA,NA,NA,3,12,"BR-DIVERSE-9-C1",NA,0,13,1,2,6,1,0,0,3,0,1,0,2,0,0,3,0,1,0,0,0,0,0,0,5,1,0,0,0,0,0,0,0,0,0,NA,NA,NA
"BR","DIVERSE","COLLIN",21,"7/25/24",9,"C4",NA,NA,NA,NA,NA,1,4,"BR-DIVERSE-9-C4",NA,0,14,0,7,2,2,0,1,1,2,0,0,1,0,1,2,0,0,2,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,NA,NA,NA
"BR","DIVERSE","COLLIN",22,"7/25/24",13,"B5",NA,NA,NA,NA,NA,2,8,"BR-DIVERSE-13-B5",NA,0,2,0,2,6,1,0,1,0,0,0,0,2,0,4,6,0,0,1,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0
"BR","DIVERSE","GILCAP",1,"7/25/24",12,"D3",16.8,"0.099",NA,NA,"BT",50,100,"BR-DIVERSE-12-D3",NA,1,16,1,15,9,2,4,4,0,0,0,0,0,0,1,2,0,3,1,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,NA,0,NA
"BR","DIVERSE","GILCAP",2,"7/24/24",4,"E5",17.8,"0.141",NA,NA,NA,50,100,"BR-DIVERSE-4-E5",NA,1,5,2,10,2,0,4,4,0,2,1,0,2,0,0,4,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,1,NA,NA,NA,NA,NA
"BR","DIVERSE","GILCAP",3,"7/25/24",4,"B1",22.1,"0.1",NA,NA,NA,50,100,"BR-DIVERSE-4-B1",NA,0,3,0,2,7,1,2,0,1,0,0,0,6,0,3,4,0,0,0,0,0,0,0,0,4,0,0,2,0,0,0,0,NA,NA,NA,NA,NA,NA
"BR","DIVERSE","GILCAP",4,"7/24/24",1,"A3",42.9,"0.928",NA,NA,NA,125,250,"BR-DIVERSE-1-A3",NA,1,9,0,1,4,2,2,1,1,5,1,0,6,1,3,0,1,1,1,0,0,0,0,0,4,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA
"BR","DIVERSE","GILCAP",5,"7/24/24",1,"D1",30.3,"0.209",NA,NA,"BT",75,150,"BR-DIVERSE-1-D1",NA,0,6,0,2,6,0,0,0,3,0,0,0,7,0,3,11,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA
"BR","DIVERSE","GILCAP",6,"7/24/24",1,"B4",22.7,"0.36",NA,NA,NA,75,150,"BR-DIVERSE-1-B4",NA,0,0,0,0,3,0,0,0,0,1,0,0,15,0,3,6,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA
"BR","DIVERSE","GILCAP",7,"7/24/24",3,"A1",41.7,"0.218",NA,NA,NA,25,50,"BR-DIVERSE-3-A1",NA,2,0,0,3,3,0,4,4,0,1,0,0,0,1,1,0,0,1,0,0,0,0,0,0,3,0,0,0,0,0,0,1,NA,NA,NA,NA,NA,NA
"BR","DIVERSE","GILCAP",8,"7/24/24",3,"A2",32.4,"0.404",NA,NA,NA,50,100,"BR-DIVERSE-3-A2",NA,1,0,0,1,6,0,2,0,2,3,1,0,3,0,0,4,0,2,0,0,0,0,0,1,10,0,0,1,0,1,0,0,NA,NA,NA,NA,NA,NA
"BR","DIVERSE","GILCAP",9,"7/24/24",3,"A4",48.6,NA,NA,NA,NA,25,50,"BR-DIVERSE-3-A4",NA,0,5,0,1,2,0,1,1,1,0,0,0,5,0,0,0,0,1,0,0,0,0,0,0,2,0,0,0,0,1,0,0,NA,NA,NA,NA,NA,NA
"BR","DIVERSE","GILCAP",10,"7/24/24",3,"A3",32.2,NA,NA,NA,NA,50,100,"BR-DIVERSE-3-A3",NA,0,1,0,0,4,1,0,0,0,0,0,0,4,0,2,2,0,0,0,0,0,0,0,0,3,0,0,1,0,0,0,0,NA,NA,NA,NA,NA,NA
"BR","DIVERSE","GILCAP",11,"7/24/24",4,"A4",39.7,NA,NA,NA,NA,50,100,"BR-DIVERSE-4-A4",NA,0,2,2,1,6,0,1,0,0,0,1,0,3,3,4,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,1,NA,NA,NA,NA,NA,NA
"BR","DIVERSE","GILCAP",12,"7/24/24",4,"B1",20.3,NA,NA,NA,NA,75,150,"BR-DIVERSE-4-B1",NA,0,3,0,2,7,1,2,0,1,0,0,0,6,0,3,4,0,0,0,0,0,0,0,0,4,0,0,2,0,0,0,0,NA,NA,NA,NA,NA,NA
"BR","DIVERSE","GILCAP",13,"7/24/24",4,"A1",56.8,NA,NA,NA,NA,100,200,"BR-DIVERSE-4-A1",NA,0,2,0,2,5,0,0,1,0,0,0,0,0,0,2,3,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA
"BR","DIVERSE","GILCAP",14,"7/25/24",5,"D1",30,NA,NA,NA,NA,75,150,"BR-DIVERSE-5-D1",NA,0,3,1,3,3,1,9,3,0,2,0,1,2,1,6,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,NA,NA,NA
"BR","DIVERSE","GILCAP",15,"7/25/24",5,"C2",34.3,NA,NA,NA,NA,125,250,"BR-DIVERSE-5-C2",NA,0,1,0,4,4,0,7,2,2,0,1,0,3,1,4,0,1,0,0,0,0,0,0,0,2,0,0,2,0,0,0,0,0,0,0,NA,NA,NA
"BR","DIVERSE","GILCAP",16,"7/25/24",5,"A2",54.6,NA,NA,NA,NA,25,50,"BR-DIVERSE-5-A2",NA,0,6,0,3,3,0,4,0,1,0,0,0,0,1,0,1,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,NA,NA,NA
"BR","DIVERSE","GILCAP",17,"7/25/24",5,"B4",34.8,NA,NA,NA,NA,125,250,"BR-DIVERSE-5-B4",NA,0,0,0,0,3,1,2,0,1,0,0,0,2,1,0,2,0,1,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,NA,NA,NA
"BR","DIVERSE","GILCAP",18,"7/25/24",5,"C5",23.3,NA,NA,NA,NA,75,150,"BR-DIVERSE-5-C5",NA,0,1,0,0,2,0,2,0,0,0,0,0,2,1,3,2,0,2,0,0,0,0,0,0,3,0,0,1,0,0,0,0,0,0,0,NA,NA,NA
"BR","DIVERSE","GILCAP",19,"7/25/24",12,"E4",41.3,NA,NA,NA,"BT",75,150,"BR-DIVERSE-12-E4",NA,1,9,0,3,6,0,1,1,1,1,1,0,1,1,1,2,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,NA
"BR","DIVERSE","GILCAP",20,"7/25/24",12,"D1",25.2,NA,NA,NA,NA,25,50,"BR-DIVERSE-12-D1",NA,1,6,0,8,4,2,4,0,0,2,0,0,1,2,2,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,1,NA
"BR","DIVERSE","GILCAP",21,"7/25/24",12,"C3",43.1,NA,NA,NA,NA,100,200,"BR-DIVERSE-12-C3",NA,0,6,0,5,10,0,2,3,3,2,0,0,1,2,3,1,0,0,1,0,0,0,0,2,8,0,0,1,0,1,0,0,0,0,0,NA,0,NA
"BR","DIVERSE","GILCAP",22,"7/25/24",12,"B2",32.1,NA,NA,NA,NA,50,100,"BR-DIVERSE-12-B2",NA,0,4,0,4,6,0,7,3,0,0,0,0,1,0,6,3,0,0,2,0,0,0,0,1,3,0,0,0,0,3,0,0,0,0,0,NA,0,NA
"BR","DIVERSE","GILCAP",23,"7/25/24",12,"A2",25.2,NA,NA,NA,"Did not count neighbors",150,300,"BR-DIVERSE-12-A2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"BR","DIVERSE","GILCAP",24,"7/25/24",9,"C3",44.3,NA,NA,NA,NA,125,250,"BR-DIVERSE-9-C3",NA,0,23,0,1,6,0,2,1,1,0,0,0,3,0,1,0,0,0,0,0,0,0,0,2,0,1,0,1,0,1,0,0,0,0,0,NA,NA,NA
"BR","DIVERSE","GILCAP",25,"7/25/24",9,"A5",21.5,NA,NA,NA,NA,25,50,"BR-DIVERSE-9-A5",NA,0,7,0,6,1,1,2,2,0,0,1,0,0,0,0,4,0,0,1,0,0,0,0,1,2,0,0,1,0,0,0,0,0,0,0,NA,NA,NA
"BR","DIVERSE","GILCAP",26,"7/25/24",13,"C4",26.4,NA,NA,NA,NA,25,50,"BR-DIVERSE-13-C4",NA,0,6,0,1,7,0,0,1,0,0,1,0,3,1,5,7,0,0,1,2,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0
"BR","DIVERSE","GILCAP",27,"7/25/24",13,"E3",32.6,NA,NA,NA,NA,50,100,"BR-DIVERSE-13-E3",NA,0,11,0,2,4,0,1,2,0,0,1,0,2,0,4,3,0,0,2,1,0,0,0,0,2,0,0,0,0,1,0,0,0,0,1,0,0,0
"BR","DIVERSE","GILCAP",28,"7/25/24",13,"C4",44.5,NA,NA,NA,NA,200,400,"BR-DIVERSE-13-C4",NA,0,6,0,1,7,0,0,1,0,0,1,0,3,1,5,7,0,0,1,2,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0
"BR","DIVERSE","GILCAP",29,"7/25/24",13,"C2",49.2,NA,NA,NA,NA,200,400,"BR-DIVERSE-13-C2",NA,0,16,0,0,5,0,3,0,0,0,0,1,4,0,5,3,0,0,1,1,0,0,0,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0
"BR","DIVERSE","PLAFIG",1,"7/25/24",9,"D2",NA,"0.003",NA,NA,NA,4,16,"BR-DIVERSE-9-D2",NA,0,7,0,3,1,0,0,4,0,0,0,0,1,0,1,1,0,0,1,0,0,0,0,1,1,2,0,0,0,0,0,3,0,0,0,NA,NA,NA
"BR","DIVERSE","PLAFIG",3,"7/25/24",11,"D2",NA,"0.007",NA,NA,NA,6,24,"BR-DIVERSE-11-D2",NA,0,8,2,5,7,0,0,1,0,0,0,0,1,1,1,3,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA
"BR","DIVERSE","PLAFIG",4,"7/24/24",1,"C3",NA,"0.0049",NA,NA,NA,4,16,"BR-DIVERSE-1-C3",NA,0,19,1,3,1,1,3,2,1,0,0,0,18,0,2,3,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA
"BR","DIVERSE","PLAFIG",5,"7/24/24",1,"A4",NA,"0.005",NA,NA,NA,12,48,"BR-DIVERSE-1-A4",NA,0,0,5,10,1,1,1,4,0,0,0,0,4,3,1,5,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA
"BR","DIVERSE","PLAFIG",5,"7/24/24",3,"D1",NA,"0.024",NA,NA,NA,4,16,"BR-DIVERSE-3-D1",NA,1,9,5,7,3,4,1,4,0,0,1,0,2,0,2,2,0,2,0,0,1,0,0,0,0,0,0,1,0,0,0,0,NA,NA,NA,NA,NA,NA
"BR","DIVERSE","PLAFIG",6,"7/24/24",3,"D1",NA,"0.0185",NA,NA,NA,8,32,"BR-DIVERSE-3-D1",NA,1,9,5,7,3,4,1,4,0,0,1,0,2,0,2,2,0,2,0,0,1,0,0,0,0,0,0,1,0,0,0,0,NA,NA,NA,NA,NA,NA
"BR","DIVERSE","PLAFIG",7,"7/24/24",3,"E2",NA,"0.0064",NA,NA,NA,3,12,"BR-DIVERSE-3-E2",NA,2,11,3,3,3,1,7,3,2,4,0,0,2,0,2,8,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA
"BR","DIVERSE","PLAFIG",8,"7/24/24",3,"D2",NA,"0.0058",NA,NA,NA,3,12,"BR-DIVERSE-3-D2",NA,3,22,5,9,5,0,9,8,0,2,0,0,0,0,3,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA
"BR","DIVERSE","PLAFIG",9,"7/24/24",4,"C5",NA,NA,NA,NA,NA,2,8,"BR-DIVERSE-4-C5",NA,2,0,0,0,2,2,0,4,1,2,0,0,4,1,0,3,0,1,0,0,0,0,0,1,0,0,0,0,0,3,0,0,NA,NA,NA,NA,NA,NA
"BR","DIVERSE","PLAFIG",10,"7/24/24",4,"E5",NA,NA,NA,NA,NA,3,12,"BR-DIVERSE-4-E5",NA,1,5,2,10,2,0,4,4,0,2,1,0,2,0,0,4,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,1,NA,NA,NA,NA,NA
"BR","DIVERSE","PLAFIG",11,"7/25/24",12,"E3",NA,NA,NA,NA,NA,26,104,"BR-DIVERSE-12-E3",NA,1,9,1,2,8,0,1,2,1,2,0,0,0,0,2,3,0,3,1,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,NA,0,NA
"BR","DIVERSE","PLAFIG",12,"7/25/24",5,"D5",NA,NA,NA,NA,NA,3,12,"BR-DIVERSE-5-D5",NA,1,0,0,2,0,3,5,5,0,0,0,0,0,0,2,3,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,NA,NA,NA
"BR","DIVERSE","PLAFIG",13,"7/25/24",5,"B5",NA,NA,NA,NA,NA,14,56,"BR-DIVERSE-5-B5",NA,0,5,1,9,7,1,6,0,1,0,0,0,2,3,1,5,1,1,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,NA,NA,NA
"BR","DIVERSE","PLAFIG",14,"7/25/24",12,"C5",NA,NA,NA,NA,NA,2,8,"BR-DIVERSE-12-C5",NA,0,3,2,7,4,1,1,1,1,0,0,0,1,2,1,3,0,1,0,0,1,0,0,1,2,0,0,0,0,0,0,0,0,0,0,NA,0,NA
"BR","DIVERSE","PLAFIG",15,"7/25/24",12,"B1",NA,NA,NA,NA,NA,1,4,"BR-DIVERSE-12-B1",NA,0,6,0,6,4,3,2,2,0,0,1,0,1,0,4,6,0,0,0,2,0,0,0,0,5,0,0,1,0,0,0,0,0,0,0,NA,0,NA
"BR","DIVERSE","PLAFIG",16,"7/25/24",13,"D3",NA,NA,NA,NA,NA,8,32,"BR-DIVERSE-13-D3",NA,0,3,1,0,8,0,1,0,3,0,1,0,2,1,2,6,0,0,1,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
"BR","DIVERSE","PLAFIG",18,"7/25/24",9,"B3",NA,NA,NA,NA,NA,2,8,"BR-DIVERSE-9-B3",NA,2,38,1,5,1,1,0,1,0,1,2,0,0,0,1,0,0,0,1,0,0,0,0,1,3,1,0,1,0,0,0,0,0,0,0,NA,NA,NA
"BR","DIVERSE","PLAFIG",19,"7/25/24",9,"C2",NA,NA,NA,NA,NA,3,12,"BR-DIVERSE-9-C2",NA,0,7,1,3,3,1,0,6,0,0,0,0,1,0,2,0,0,1,0,0,0,0,0,1,2,1,0,0,0,0,0,0,0,0,0,NA,NA,NA
"BR","DIVERSE","PLAFIG",20,"7/25/24",9,"A1",NA,NA,NA,NA,NA,3,12,"BR-DIVERSE-9-A1",NA,1,2,0,4,0,1,1,3,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA
"BR","DIVERSE","PLAFIG",21,"7/25/24",9,"D4",NA,NA,NA,NA,NA,4,16,"BR-DIVERSE-9-D4",NA,0,10,1,0,0,1,1,0,0,1,0,0,1,0,0,2,0,0,2,0,0,0,0,1,2,0,0,2,0,1,0,0,0,0,0,NA,NA,NA
"BR","DIVERSE","PLAFIG",22,"7/25/24",13,"A3",NA,NA,NA,NA,NA,8,32,"BR-DIVERSE-13-A3",NA,0,6,1,7,5,4,0,3,1,0,1,1,0,1,2,3,0,0,1,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0
"BR","DIVERSE","PLECON",1,"7/25/24",6,NA,18.3,"0.015",NA,NA,NA,20,20,"BR-DIVERSE-6-NA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"BR","DIVERSE","PLECON",3,"7/25/24",9,"D5",20.5,"0.086",NA,NA,NA,40,40,"BR-DIVERSE-9-D5",NA,2,19,1,0,0,0,0,1,1,2,1,0,2,0,0,2,0,0,2,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,NA,NA,NA
"BR","DIVERSE","PLECON",4,"7/24/24",1,"B1",8.3,"0.07",NA,NA,"BT",20,20,"BR-DIVERSE-1-B1",NA,2,12,0,5,1,0,2,3,1,0,0,0,3,1,1,3,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA
"BR","DIVERSE","PLECON",5,"7/24/24",1,"D4",16.4,"0.004",NA,NA,NA,20,20,"BR-DIVERSE-1-D4",NA,2,1,0,2,0,5,0,1,2,0,0,0,10,0,4,8,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA
"BR","DIVERSE","PLECON",6,"7/24/24",2,"B1",27.9,"0.097",NA,NA,NA,50,50,"BR-DIVERSE-2-B1",NA,2,1,0,1,1,2,0,0,0,2,0,0,5,1,3,1,0,1,0,0,0,0,0,1,5,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA
"BR","DIVERSE","PLECON",7,"7/24/24",2,"C5",19.8,"0.007",NA,NA,NA,20,20,"BR-DIVERSE-2-C5",NA,3,3,0,1,0,1,3,0,0,1,0,0,6,1,0,3,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA
"BR","DIVERSE","PLECON",8,"7/24/24",2,"A2",17.1,NA,NA,NA,"too small",100,100,"BR-DIVERSE-2-A2",NA,1,5,0,1,0,1,1,1,0,1,0,0,2,1,0,2,0,0,1,0,0,0,0,0,5,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA
"BR","DIVERSE","PLECON",9,"7/24/24",2,"A1",24.1,"0.48",NA,NA,NA,40,40,"BR-DIVERSE-2-A1",NA,1,1,0,2,1,3,2,2,0,1,0,0,6,0,3,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA
"BR","DIVERSE","PLECON",10,"7/24/24",3,"B1",18.4,NA,NA,NA,NA,40,40,"BR-DIVERSE-3-B1",NA,3,1,0,0,2,1,1,2,3,3,0,0,11,0,1,2,1,1,0,0,0,0,0,0,4,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA
"BR","DIVERSE","PLECON",11,"7/24/24",3,"B2",23.1,NA,NA,NA,NA,40,40,"BR-DIVERSE-3-B2",NA,2,0,0,0,2,0,1,0,3,0,0,0,6,1,2,5,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA
"BR","DIVERSE","PLECON",12,"7/24/24",4,"B3",18.8,NA,NA,NA,NA,20,20,"BR-DIVERSE-4-B3",NA,1,0,0,2,2,0,3,2,1,2,0,0,2,0,2,0,0,0,1,0,0,0,0,0,2,0,0,1,0,0,0,0,NA,NA,NA,NA,NA,NA
"BR","DIVERSE","PLECON",13,"7/25/24",5,"E1",11.6,NA,NA,NA,NA,20,20,"BR-DIVERSE-5-E1",NA,1,2,1,1,1,0,11,1,2,0,0,0,0,0,3,2,0,0,1,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,NA,NA,NA
"BR","DIVERSE","PLECON",14,"7/25/24",9,"A1",14.1,NA,NA,NA,NA,30,30,"BR-DIVERSE-9-A1",NA,1,2,0,4,0,1,1,3,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA
"BR","DIVERSE","PLECON",15,"7/25/24",12,"D5",13.7,NA,NA,NA,NA,20,20,"BR-DIVERSE-12-D5",NA,1,4,1,6,3,2,3,2,0,0,1,0,0,1,0,2,0,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,NA,0,NA
"BR","DIVERSE","PLECON",16,"7/25/24",13,"D5",18.5,NA,NA,NA,NA,60,60,"BR-DIVERSE-13-D5",NA,1,7,1,6,4,0,2,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"BR","DIVERSE","PLECON",17,"7/25/24",13,"A5",18.7,NA,NA,NA,NA,30,30,"BR-DIVERSE-13-A5",NA,1,2,0,2,4,0,0,0,1,0,0,1,2,2,2,2,0,0,1,0,0,0,0,3,3,0,0,1,0,0,0,0,0,0,0,0,0,0
"BR","DIVERSE","PLECON",18,"7/25/24",9,"D1",14.1,NA,NA,NA,NA,40,40,"BR-DIVERSE-9-D1",NA,1,13,0,4,2,2,2,2,0,1,0,0,2,0,1,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,2,0,0,0,1,NA,NA
"BR","DIVERSE","PLECON",19,"7/25/24",9,"E1",11.5,NA,NA,NA,NA,20,20,"BR-DIVERSE-9-E1",NA,1,4,1,2,0,0,0,2,1,1,0,0,0,1,1,1,0,0,2,0,0,0,0,1,3,0,0,0,0,0,0,0,0,0,0,NA,NA,NA
"BR","DIVERSE","PLECON",20,"7/25/24",9,"A3",18.4,NA,NA,NA,NA,20,20,"BR-DIVERSE-9-A3",NA,0,3,1,6,2,0,5,1,0,1,0,0,2,0,0,5,0,0,1,0,0,1,0,3,1,0,0,1,0,0,0,0,0,0,0,NA,NA,NA
"BR","DIVERSE","PLECON",21,"7/25/24",9,"B5",24.2,NA,NA,NA,NA,20,20,"BR-DIVERSE-9-B5",NA,1,25,1,5,0,0,4,0,0,1,1,0,0,0,0,2,0,0,1,1,0,0,0,0,1,0,0,0,0,2,0,0,0,0,0,NA,NA,NA
"BR","DIVERSE","PLECON",22,"7/25/24",9,"D5",20.1,NA,NA,NA,NA,20,20,"BR-DIVERSE-9-D5",NA,2,19,1,0,0,0,0,1,1,2,1,0,2,0,0,2,0,0,2,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,NA,NA,NA
"BR","DIVERSE","PLECON",23,"7/25/24",13,"C3",30.5,NA,NA,NA,NA,50,50,"BR-DIVERSE-13-C3",NA,1,9,0,2,5,0,3,2,1,0,0,0,4,1,5,12,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"BR","ALONE","COLLOM",1,"7/24/24",NA,NA,8.4,"0.618",9,1,"",21,63,"BR-ALONE-NA-NA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
