"park","plot","species","rep","date","plot.1","subplot","height","biomass","topfr","sidefr","notes","fruits","seeds","unique","focal_collect","PLECON","NAVSQU","PLAFIG","EPIDEN","GILCAP","COLLIN","CLAPUR","COLLOM","LACTUCA","SHEARV","GALIUM","LATHVIC","ERILAN","DAUCAR","APOAND","LUPBIC","LEUVUL","TRIFOLIUM","MYOSOTIS","CERGLO","GERANIUM","D","F","G","Z","HYPERNICUM","CIRSIUM","VERARV"
"SEM","DIVERSE","COLLIN",3,"7/19/24",1,"B5",NA,"0.031",NA,NA,NA,3,12,"SEM-DIVERSE-1-B5","Y",0,18,2,4,5,0,4,0,0,2,2,4,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0
"SEM","DIVERSE","COLLIN",4,"7/19/24",4,"E5",NA,"0.064",NA,NA,NA,11,44,"SEM-DIVERSE-4-E5","Y",0,2,0,1,1,2,2,0,0,0,4,0,0,0,0,0,0,2,0,0,0,0,0,0,NA,NA,NA,NA
"SEM","DIVERSE","COLLIN",5,"7/19/24",1,"A3",NA,"0.025",NA,NA,NA,6,24,"SEM-DIVERSE-1-A3","Y",0,4,0,7,4,3,4,2,0,2,3,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"SEM","DIVERSE","COLLIN",6,"7/19/24",1,"D3",NA,"0.027",NA,NA,NA,6,24,"SEM-DIVERSE-1-D3","Y",0,18,0,4,3,1,3,2,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"SEM","DIVERSE","COLLIN",7,"7/19/24",3,"E1",NA,"0.11",NA,NA,NA,8,32,"SEM-DIVERSE-3-E1","Y",0,4,0,3,3,3,0,3,0,3,5,0,0,0,2,0,0,5,0,0,0,0,0,0,NA,NA,0,NA
"SEM","DIVERSE","COLLIN",8,"7/19/24",1,"B4",NA,"0.086",NA,NA,NA,6,24,"SEM-DIVERSE-1-B4","Y",0,12,3,7,7,5,3,4,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"SEM","DIVERSE","COLLIN",9,"7/19/24",3,"D1",NA,NA,NA,NA,NA,6,24,"SEM-DIVERSE-3-D1","Y",0,9,1,3,4,4,1,3,0,2,1,1,0,0,0,0,0,3,0,0,0,0,0,0,NA,NA,0,NA
"SEM","DIVERSE","COLLIN",10,"7/19/24",3,"C4",NA,NA,NA,NA,NA,10,40,"SEM-DIVERSE-3-C4","Y",0,20,0,6,9,4,1,16,0,2,3,3,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA
"SEM","DIVERSE","GILCAP",1,"7/22/24",6,"D5",47.1,"1.48",NA,NA,NA,250,500,"SEM-DIVERSE-6-D5","Y",0,34,0,13,5,2,1,6,0,4,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"SEM","DIVERSE","GILCAP",3,"7/22/24",5,"D2",31.2,"1.638",NA,NA,NA,525,1050,"SEM-DIVERSE-5-D2","Y",0,17,0,4,3,0,0,5,0,0,5,0,0,3,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA
"SEM","DIVERSE","GILCAP",5,"7/19/24",4,"A2",36.8,"0.846",NA,NA,NA,175,350,"SEM-DIVERSE-4-A2","Y",0,1,0,1,3,0,2,1,0,1,10,2,0,1,1,0,0,0,0,1,1,0,0,0,NA,NA,NA,NA
"SEM","DIVERSE","GILCAP",6,"7/19/24",1,"A5",24.6,"0.325",NA,NA,NA,25,50,"SEM-DIVERSE-1-A5","Y",0,3,0,8,6,0,10,3,0,9,2,1,0,1,1,0,0,0,6,1,0,0,0,0,0,0,0,0
"SEM","DIVERSE","GILCAP",7,"7/19/24",3,"D5",51.3,"0.829",NA,NA,NA,150,300,"SEM-DIVERSE-3-D5","Y",0,2,0,2,1,2,1,2,0,7,4,1,0,0,1,0,0,1,0,0,0,1,0,0,NA,NA,NA,NA
"SEM","DIVERSE","GILCAP",8,"7/19/24",3,"D2",21.6,"0.268",NA,NA,NA,100,200,"SEM-DIVERSE-3-D2","Y",0,15,0,4,4,0,4,4,0,2,2,0,0,0,1,0,0,4,1,0,0,0,0,0,NA,NA,0,NA
"SEM","DIVERSE","GILCAP",9,"7/19/24",3,"B5",49.1,NA,NA,NA,NA,125,250,"SEM-DIVERSE-3-B5","Y",0,7,0,0,2,1,0,6,0,2,5,2,0,0,1,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA
"SEM","DIVERSE","GILCAP",10,"7/19/24",3,"B1",47.5,NA,NA,NA,NA,125,250,"SEM-DIVERSE-3-B1","Y",0,5,0,6,4,1,2,10,0,5,2,3,0,0,1,0,0,0,1,0,1,0,0,0,NA,NA,0,NA
"SEM","DIVERSE","GILCAP",11,"7/19/24",3,"A2",25,NA,NA,NA,NA,25,50,"SEM-DIVERSE-3-A2","Y",0,9,0,3,4,0,2,9,0,5,2,1,0,0,2,0,0,0,0,0,0,0,0,1,NA,NA,0,NA
"SEM","DIVERSE","GILCAP",12,"7/19/24",8,"A1",10.4,NA,NA,NA,NA,50,100,"SEM-DIVERSE-8-A1","Y",0,2,0,2,4,0,6,1,0,6,1,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0
"SEM","DIVERSE","GILCAP",13,"7/19/24",8,"A4",36.2,NA,NA,NA,NA,375,750,"SEM-DIVERSE-8-A4","Y",0,0,0,0,1,0,3,1,0,15,3,1,0,2,1,0,0,0,0,1,0,0,0,0,0,0,0,0
"SEM","DIVERSE","GILCAP",14,"7/19/24",8,"C4",19.7,NA,NA,NA,NA,275,550,"SEM-DIVERSE-8-C4","Y",0,9,0,1,3,1,10,0,0,0,5,0,0,1,0,0,0,0,4,2,0,0,0,0,0,0,0,0
"SEM","DIVERSE","GILCAP",15,"7/19/24",8,"C3",24.1,NA,NA,NA,NA,150,300,"SEM-DIVERSE-8-C3","Y",0,4,0,2,3,1,5,1,0,4,2,0,4,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0
"SEM","DIVERSE","GILCAP",16,"7/22/24",2,"E4",36.4,NA,NA,NA,NA,600,1200,"SEM-DIVERSE-2-E4","Y",0,9,5,7,5,1,0,4,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
"SEM","DIVERSE","GILCAP",17,"7/22/24",2,"D5",17.6,NA,NA,NA,NA,75,150,"SEM-DIVERSE-2-D5","Y",0,18,0,8,2,1,3,2,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
"SEM","DIVERSE","GILCAP",18,"7/22/24",2,"C3",19.6,NA,NA,NA,NA,75,150,"SEM-DIVERSE-2-C3","Y",0,2,0,2,4,1,2,4,0,2,1,4,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,NA
"SEM","DIVERSE","GILCAP",19,"7/22/24",2,"A5",26.5,NA,NA,NA,NA,50,100,"SEM-DIVERSE-2-A5","Y",0,36,0,0,4,2,1,0,0,4,2,4,0,0,0,0,0,0,3,1,0,0,0,0,0,0,0,NA
"SEM","DIVERSE","GILCAP",20,"7/22/24",2,"A3",42.6,NA,NA,NA,NA,150,300,"SEM-DIVERSE-2-A3","Y",0,6,0,0,6,1,3,7,0,2,3,4,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,NA
"SEM","DIVERSE","GILCAP",21,"7/22/24",6,"B1",26.1,NA,NA,NA,NA,75,150,"SEM-DIVERSE-6-B1","Y",0,4,0,0,1,0,3,1,0,12,8,3,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,NA
"SEM","DIVERSE","GILCAP",22,"7/22/24",6,"B2",14.7,NA,NA,NA,NA,50,100,"SEM-DIVERSE-6-B2","Y",0,23,0,4,2,0,2,8,0,8,7,2,0,0,1,0,0,0,3,0,0,0,0,0,0,0,0,NA
"SEM","DIVERSE","GILCAP",23,"7/22/24",6,"B3",28.3,NA,NA,NA,NA,100,200,"SEM-DIVERSE-6-B3","Y",0,17,2,1,5,2,3,1,0,6,8,4,1,2,1,0,0,0,0,0,1,0,0,0,0,0,0,NA
"SEM","DIVERSE","GILCAP",24,"7/22/24",6,"B5",24,NA,NA,NA,NA,100,200,"SEM-DIVERSE-6-B5","Y",0,12,0,3,1,2,1,1,1,6,3,4,0,0,2,0,0,0,1,0,0,0,0,0,0,0,1,0
"SEM","DIVERSE","GILCAP",25,"7/22/24",5,"C5",41.8,NA,NA,NA,NA,375,750,"SEM-DIVERSE-5-C5","Y",0,14,0,4,2,0,2,0,0,0,5,1,0,4,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA
"SEM","DIVERSE","GILCAP",26,"7/22/24",5,"C4",26.9,NA,NA,NA,NA,50,100,"SEM-DIVERSE-5-C4","Y",0,10,0,5,4,0,4,3,0,0,8,0,0,1,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA
"SEM","DIVERSE","GILCAP",27,"7/22/24",5,"C2",46,NA,NA,NA,NA,250,500,"SEM-DIVERSE-5-C2","Y",0,11,0,2,1,0,1,3,1,2,9,1,0,1,0,0,0,0,2,0,2,0,0,NA,NA,NA,NA,NA
"SEM","DIVERSE","GILCAP",28,"7/22/24",7,"D5",33.4,NA,NA,NA,NA,50,100,"SEM-DIVERSE-7-D5","Y",0,33,0,10,5,1,6,4,0,12,4,1,3,1,2,0,0,1,1,0,0,0,0,0,0,0,0,1
"SEM","DIVERSE","GILCAP",29,"7/22/24",7,"E3",18.3,NA,NA,NA,NA,25,50,"SEM-DIVERSE-7-E3","Y",0,4,0,0,4,2,3,3,1,15,4,1,1,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0
"SEM","DIVERSE","GILCAP",31,"7/22/24",7,"B2",25.9,NA,NA,NA,NA,25,50,"SEM-DIVERSE-7-B2","Y",0,4,3,3,1,0,13,2,0,8,7,1,0,0,1,0,0,0,1,0,0,NA,0,0,0,0,0,0
"SEM","DIVERSE","GILCAP",32,"7/22/24",7,"D3",26.7,NA,NA,NA,NA,25,50,"SEM-DIVERSE-7-D3","Y",0,13,0,2,4,0,6,8,0,10,2,3,1,0,1,0,0,1,5,0,0,1,0,0,0,1,0,0
"SEM","DIVERSE","PLAFIG",1,"7/19/24",1,"C1",NA,"0.12",NA,NA,NA,26,104,"SEM-DIVERSE-1-C1","Y",0,2,1,0,2,0,3,1,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"SEM","DIVERSE","PLAFIG",2,"7/22/24",5,"B1",NA,"0.052",NA,NA,NA,3,12,"SEM-DIVERSE-5-B1","Y",0,16,1,2,1,0,2,9,0,4,4,3,0,0,0,0,0,1,0,1,1,0,1,NA,NA,NA,NA,NA
"SEM","DIVERSE","PLAFIG",3,"7/22/24",2,"C5",NA,"0.055",NA,NA,"BT",28,112,"SEM-DIVERSE-2-C5","Y",0,25,2,9,6,1,2,1,0,0,1,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,NA
"SEM","DIVERSE","PLAFIG",4,"7/19/24",1,"C5",NA,"0.093",NA,NA,NA,25,100,"SEM-DIVERSE-1-C5","Y",1,25,3,3,5,2,3,0,0,0,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"SEM","DIVERSE","PLAFIG",5,"7/19/24",4,"D2",NA,"0.011",NA,NA,NA,4,16,"SEM-DIVERSE-4-D2","Y",1,14,3,9,5,4,5,7,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA
"SEM","DIVERSE","PLAFIG",6,"7/19/24",1,"B5",NA,NA,NA,NA,NA,32,128,"SEM-DIVERSE-1-B5","Y",0,18,2,4,5,0,4,0,0,2,2,4,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0
"SEM","DIVERSE","PLAFIG",7,"7/19/24",1,"E2",NA,"0.047",NA,NA,NA,12,48,"SEM-DIVERSE-1-E2","Y",0,20,1,2,4,0,3,0,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
"SEM","DIVERSE","PLAFIG",8,"7/19/24",4,"D5",NA,"0.017",NA,NA,NA,2,8,"SEM-DIVERSE-4-D5","Y",1,7,3,8,5,5,1,2,0,21,2,7,0,0,1,0,0,1,0,0,1,0,0,0,NA,NA,NA,NA
"SEM","DIVERSE","PLAFIG",8,"7/19/24",3,"D1",NA,NA,NA,NA,NA,39,156,"SEM-DIVERSE-3-D1","Y",0,9,1,3,4,4,1,3,0,2,1,1,0,0,0,0,0,3,0,0,0,0,0,0,NA,NA,0,NA
"SEM","DIVERSE","PLAFIG",9,"7/19/24",2,"E4",NA,"0.06",NA,NA,NA,38,152,"SEM-DIVERSE-2-E4","Y",0,9,5,7,5,1,0,4,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
"SEM","DIVERSE","PLAFIG",10,"7/19/24",8,"B5",NA,NA,NA,NA,NA,6,24,"SEM-DIVERSE-8-B5","Y",0,9,2,9,2,1,5,4,0,5,2,1,0,1,1,0,0,0,2,0,0,0,0,1,0,0,0,0
"SEM","DIVERSE","PLAFIG",11,"7/22/24",6,"C3",NA,NA,NA,NA,NA,5,20,"SEM-DIVERSE-6-C3","Y",0,10,1,3,4,2,4,6,0,3,8,3,0,1,0,0,0,0,2,0,0,0,0,0,0,0,0,NA
"SEM","DIVERSE","PLAFIG",12,"7/22/24",7,"A1",NA,NA,NA,NA,NA,4,16,"SEM-DIVERSE-7-A1","Y",0,13,2,7,2,2,10,3,0,3,3,2,0,0,2,0,0,0,0,0,0,0,0,0,0,2,0,0
"SEM","DIVERSE","PLAFIG",13,"7/22/24",7,"A2",NA,NA,NA,NA,NA,4,16,"SEM-DIVERSE-7-A2","Y",0,13,5,6,3,1,8,10,0,3,5,3,0,0,2,0,0,0,5,0,1,0,0,0,0,0,0,0
"SEM","DIVERSE","PLAFIG",14,"7/22/24",7,"A2",NA,NA,NA,NA,NA,20,80,"SEM-DIVERSE-7-A2","Y",0,13,5,6,3,1,8,10,0,3,5,3,0,0,2,0,0,0,5,0,1,0,0,0,0,0,0,0
"SEM","DIVERSE","PLECON",2,"7/19/24",2,"C1",33.4,NA,NA,NA,"BT Fruit gone",0,0,"SEM-DIVERSE-2-C1","Y",0,11,1,2,3,3,0,5,0,2,2,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,NA
"SEM","ALONE","COLLOM",1,"7/18/24",NA,NA,4.4,"0.3897",1,1,"",7,21,"SEM-ALONE-NA-NA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"SEM","ALONE","COLLOM",4,"7/18/24",NA,NA,4.5,"0.934",1,1,"",10,30,"SEM-ALONE-NA-NA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"SEM","ALONE","COLLOM",5,"7/18/24",NA,NA,3.8,"0.9152",1,1,"",5,15,"SEM-ALONE-NA-NA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"SEM","ALONE","COLLOM",6,"7/18/24",NA,NA,3,"0.1489",1,1,"",5,15,"SEM-ALONE-NA-NA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"SEM","ALONE","COLLOM",7,"7/18/24",NA,NA,4.6,"1.2805",1,1,"",13,39,"SEM-ALONE-NA-NA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"SEM","ALONE","NAVSQU",1,"7/18/24",NA,NA,28.5,"7.713",43,26,"",1471,29420,"SEM-ALONE-NA-NA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"SEM","ALONE","NAVSQU",2,"7/18/24",NA,NA,38,"4.798",33,27,"",846,16920,"SEM-ALONE-NA-NA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"SEM","ALONE","NAVSQU",3,"7/18/24",NA,NA,43.5,"11.496",44,32,"",1960,39200,"SEM-ALONE-NA-NA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"SEM","ALONE","NAVSQU",4,"7/18/24",NA,NA,38.4,"5.632",40,14,"",718,14360,"SEM-ALONE-NA-NA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"SEM","ALONE","NAVSQU",5,"7/18/24",NA,NA,40.1,"",NA,NA,"",1348.19087526954,26963.8175053908,"SEM-ALONE-NA-NA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"SEM","ALONE","NAVSQU",6,"7/18/24",NA,NA,44.4,"5.59",37,18,"",541,10820,"SEM-ALONE-NA-NA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"SEM","ALONE","NAVSQU",7,"7/18/24",NA,NA,42,"13.632",48,33,"",2442,48840,"SEM-ALONE-NA-NA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"SEM","ALONE","NAVSQU",8,"7/18/24",NA,NA,27.3,"0.998",25,8,"",97,1940,"SEM-ALONE-NA-NA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"SEM","ALONE","NAVSQU",9,"7/18/24",NA,NA,40,"7.398",44,38,"",1954,39080,"SEM-ALONE-NA-NA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"SEM","ALONE","NAVSQU",10,"7/18/24",NA,NA,45.1,"",NA,NA,"",1711.10939922496,34222.1879844991,"SEM-ALONE-NA-NA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"SEM","ALONE","CLAPUR",11,"8/7/24",NA,NA,6.5,"0.267",NA,NA,"",7,378,"SEM-ALONE-NA-NA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"SEM","ALONE","CLAPUR",12,"8/7/24",NA,NA,5.9,"0.47",NA,NA,"",11,594,"SEM-ALONE-NA-NA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"SEM","ALONE","CLAPUR",13,"8/7/24",NA,NA,7.6,"0.564",NA,NA,"",22,1188,"SEM-ALONE-NA-NA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"SEM","ALONE","CLAPUR",4,"8/7/24",NA,NA,7.9,"0.716",NA,NA,"",10,540,"SEM-ALONE-NA-NA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"SEM","ALONE","CLAPUR",5,"8/7/24",NA,NA,7.7,"0.801",NA,NA,"",29,1566,"SEM-ALONE-NA-NA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"SEM","ALONE","CLAPUR",6,"8/7/24",NA,NA,6.1,"0.367",NA,NA,"",16,864,"SEM-ALONE-NA-NA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"SEM","ALONE","CLAPUR",7,"8/7/24",NA,NA,4.5,"0.111",NA,NA,"",2,108,"SEM-ALONE-NA-NA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"SEM","ALONE","CLAPUR",8,"8/7/24",NA,NA,8.1,"0.468",NA,NA,"",8,432,"SEM-ALONE-NA-NA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"SEM","ALONE","CLAPUR",9,"8/7/24",NA,NA,11.6,"0.654",NA,NA,"",10,540,"SEM-ALONE-NA-NA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"SEM","ALONE","CLAPUR",10,"8/7/24",NA,NA,7,"0.39",NA,NA,"",9,486,"SEM-ALONE-NA-NA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"SEM","ALONE","GILCAP",1,"7/19/24",NA,NA,12,"2.16",NA,NA,"",850,1700,"SEM-ALONE-NA-NA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"SEM","ALONE","GILCAP",2,"7/19/24",NA,NA,17.1,"3.918",NA,NA,"",925,1850,"SEM-ALONE-NA-NA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"SEM","ALONE","GILCAP",3,"7/19/24",NA,NA,15.5,"2.577",NA,NA,"",975,1950,"SEM-ALONE-NA-NA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"SEM","ALONE","GILCAP",4,"7/19/24",NA,NA,15.4,"0.176",NA,NA,"",225,450,"SEM-ALONE-NA-NA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"SEM","ALONE","GILCAP",5,"7/19/24",NA,NA,14,"2.982",NA,NA,"",1400,2800,"SEM-ALONE-NA-NA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"SEM","ALONE","GILCAP",6,"7/19/24",NA,NA,13,"2.385",NA,NA,"",525,1050,"SEM-ALONE-NA-NA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"SEM","ALONE","GILCAP",7,"7/19/24",NA,NA,19.5,"3.645",NA,NA,"",1350,2700,"SEM-ALONE-NA-NA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"SEM","ALONE","GILCAP",8,"7/19/24",NA,NA,13.8,"2.052",NA,NA,"",425,850,"SEM-ALONE-NA-NA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"SEM","ALONE","GILCAP",9,"7/19/24",NA,NA,10.9,"3.247",NA,NA,"",1075,2150,"SEM-ALONE-NA-NA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"SEM","ALONE","GILCAP",10,"7/19/24",NA,NA,14.5,"2.273",NA,NA,"",750,1500,"SEM-ALONE-NA-NA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"SEM","ALONE","PLAFIG",1,"7/18/24",NA,NA,NA,"",NA,NA,"",724,2896,"SEM-ALONE-NA-NA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"SEM","ALONE","PLAFIG",2,"7/18/24",NA,NA,NA,"",NA,NA,"",466,1864,"SEM-ALONE-NA-NA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"SEM","ALONE","PLAFIG",3,"7/18/24",NA,NA,NA,"",NA,NA,"",1705,6820,"SEM-ALONE-NA-NA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"SEM","ALONE","PLAFIG",4,"7/18/24",NA,NA,NA,"",NA,NA,"",179,716,"SEM-ALONE-NA-NA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"SEM","ALONE","PLAFIG",5,"7/18/24",NA,NA,NA,"",NA,NA,"",113,452,"SEM-ALONE-NA-NA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"SEM","ALONE","PLAFIG",6,"7/18/24",NA,NA,NA,"",NA,NA,"",565,2260,"SEM-ALONE-NA-NA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"SEM","ALONE","PLAFIG",7,"7/18/24",NA,NA,NA,"",NA,NA,"",544,2176,"SEM-ALONE-NA-NA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"SEM","ALONE","PLAFIG",8,"7/18/24",NA,NA,NA,"",NA,NA,"",688,2752,"SEM-ALONE-NA-NA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
