"park","plot","species","rep","date","plot.1","subplot","height","biomass","topfr","sidefr","notes","fruits","seeds","unique","PLECON","NAVSQU","PLAFIG","EPIDEN","GILCAP","COLLIN","CLAPUR","COLLOM","LACTUCA","SHEARV","GERANIUM","CERGLO","MADIA","LATHVIC","MYOSOTIS","ERILAN","NAVINT","DAUCAR","A","B","C","DANDEION","TRIFOLIUM","CLAAMO"
"RF","DIVERSE","PLAFIG",18,"7/10/24",5,"E4",NA,NA,NA,NA,NA,39,156,"RF-DIVERSE-5-E4",1,32,2,21,4,6,14,13,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0
"RF","DIVERSE","PLAFIG",19,"7/10/24",5,"B3",NA,NA,NA,NA,NA,31,124,"RF-DIVERSE-5-B3",1,31,1,12,3,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"RF","DIVERSE","PLAFIG",20,"7/10/24",6,"C2",NA,NA,NA,NA,NA,22,88,"RF-DIVERSE-6-C2",0,11,3,21,0,5,10,8,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"RF","DIVERSE","PLAFIG",21,"7/10/24",6,"C3",NA,NA,NA,NA,NA,70,280,"RF-DIVERSE-6-C3",0,9,2,23,2,7,15,2,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0
"RF","DIVERSE","PLECON",1,"7/4/24",1,"D5",22,NA,NA,NA,"BT",30,30,"RF-DIVERSE-1-D5",4,4,2,11,5,4,2,22,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"RF","DIVERSE","PLECON",2,"7/10/24",5,"D1",34.3,NA,NA,NA,NA,150,150,"RF-DIVERSE-5-D1",3,36,2,18,1,1,5,5,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
"RF","DIVERSE","PLECON",3,"7/8/24",2,"D1",28.5,NA,NA,NA,"BT",40,40,"RF-DIVERSE-2-D1",3,3,3,13,4,8,1,18,3,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0
"RF","DIVERSE","PLECON",4,"7/4/24",1,"D3",41.2,NA,NA,NA,NA,100,100,"RF-DIVERSE-1-D3",5,4,3,2,4,9,1,29,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0
"RF","DIVERSE","PLECON",5,"7/4/24",1,"A5",41.5,NA,NA,NA,NA,40,40,"RF-DIVERSE-1-A5",1,4,3,12,1,2,4,6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"RF","DIVERSE","PLECON",5,"7/10/24",5,"D1",22.1,NA,NA,NA,NA,30,30,"RF-DIVERSE-5-D1",3,36,2,18,1,1,5,5,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
"RF","DIVERSE","PLECON",6,"7/4/24",1,"A4",48.7,NA,NA,NA,NA,40,40,"RF-DIVERSE-1-A4",1,1,1,8,1,7,3,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"RF","DIVERSE","PLECON",7,"7/4/24",1,"C5",45,NA,NA,NA,NA,110,110,"RF-DIVERSE-1-C5",2,12,5,6,6,8,5,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"RF","DIVERSE","PLECON",8,"7/8/24",2,"A1",42,NA,NA,NA,NA,20,20,"RF-DIVERSE-2-A1",9,9,3,27,15,11,1,30,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
"RF","DIVERSE","PLECON",9,"7/8/24",3,"C5",50.2,NA,NA,NA,NA,70,70,"RF-DIVERSE-3-C5",2,5,0,4,1,4,0,5,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0
"RF","DIVERSE","PLECON",10,"7/8/24",3,"B5",22.4,NA,NA,NA,NA,30,30,"RF-DIVERSE-3-B5",1,19,1,6,5,4,1,11,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
"RF","DIVERSE","PLECON",11,"7/8/24",4,"E1",29.5,NA,NA,NA,NA,50,50,"RF-DIVERSE-4-E1",2,0,1,5,1,4,0,8,2,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
"RF","DIVERSE","PLECON",12,"7/8/24",4,"D1",48.1,NA,NA,NA,NA,50,50,"RF-DIVERSE-4-D1",1,14,1,3,4,9,1,14,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"RF","DIVERSE","PLECON",13,"7/8/24",4,"E2",18.6,NA,NA,NA,NA,30,30,"RF-DIVERSE-4-E2",1,13,2,7,3,8,3,7,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"RF","DIVERSE","PLECON",14,"7/8/24",4,"C3",25.2,NA,NA,NA,NA,40,40,"RF-DIVERSE-4-C3",1,45,1,2,7,2,2,8,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0
"RF","DIVERSE","PLECON",15,"7/10/24",5,"D1",22.1,NA,NA,NA,NA,30,30,"RF-DIVERSE-5-D1",3,36,2,18,1,1,5,5,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
"RF","DIVERSE","PLECON",16,"7/10/24",5,"E3",41.2,NA,NA,NA,NA,40,40,"RF-DIVERSE-5-E3",0,23,2,21,7,3,5,4,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0
"RF","DIVERSE","PLECON",17,"7/10/24",5,"B3",23,NA,NA,NA,NA,30,30,"RF-DIVERSE-5-B3",1,31,1,12,3,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"RF","DIVERSE","PLECON",18,"7/10/24",6,"E1",24.4,NA,NA,NA,NA,20,20,"RF-DIVERSE-6-E1",1,0,1,7,1,3,10,9,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0
"RF","DIVERSE","PLECON",19,"7/10/24",6,"D3",22.1,NA,NA,NA,NA,20,20,"RF-DIVERSE-6-D3",2,1,0,34,0,4,10,3,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0
"RF","ALONE","COLLOM",1,"7/10/24",NA,NA,83,"",NA,NA,"",5169.80013693064,15509.4004107919,"RF-ALONE-NA-NA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"RF","ALONE","COLLOM",2,"7/10/24",NA,NA,85,"",118,46,"",1636,4908,"RF-ALONE-NA-NA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"RF","ALONE","COLLOM",3,"7/10/24",NA,NA,83,"",64,45,"",3797,11391,"RF-ALONE-NA-NA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"RF","ALONE","COLLOM",4,"7/10/24",NA,NA,81,"",76,41,"",9610,28830,"RF-ALONE-NA-NA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"RF","ALONE","COLLOM",5,"7/10/24",NA,NA,77,"",NA,NA,"",4347.00828957975,13041.0248687392,"RF-ALONE-NA-NA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"RF","ALONE","COLLOM",6,"7/10/24",NA,NA,68.1,"",180,101,"",9309,27927,"RF-ALONE-NA-NA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"RF","ALONE","COLLOM",7,"7/10/24",NA,NA,82.4,"",185,34,"",5541,16623,"RF-ALONE-NA-NA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"RF","ALONE","COLLOM",8,"7/10/24",NA,NA,71,"",123,45,"",2022,6066,"RF-ALONE-NA-NA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"RF","ALONE","COLLOM",9,"7/10/24",NA,NA,67.3,"",100,44,"",760,2280,"RF-ALONE-NA-NA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"RF","ALONE","COLLOM",10,"7/10/24",NA,NA,56.5,"",110,22,"",638,1914,"RF-ALONE-NA-NA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"RF","ALONE","COLLOM",11,"7/10/24",NA,NA,73.5,"",NA,NA,"",3928.93838942463,11786.8151682739,"RF-ALONE-NA-NA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"RF","ALONE","COLLOM",12,"7/10/24",NA,NA,79.9,"",NA,NA,"",4726.91061138876,14180.7318341663,"RF-ALONE-NA-NA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"RF","ALONE","COLLOM",13,"7/10/24",NA,NA,80.2,"",NA,NA,"",4768.05826616191,14304.1747984857,"RF-ALONE-NA-NA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"RF","ALONE","NAVSQU",1,"7/10/24",NA,NA,48.2,"23.334",43,38,"",5580,111600,"RF-ALONE-NA-NA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"RF","ALONE","NAVSQU",2,"7/10/24",NA,NA,61.5,"55.398",42,38,"",12198,243960,"RF-ALONE-NA-NA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"RF","ALONE","NAVSQU",3,"7/10/24",NA,NA,49.1,"9.035",39,23,"",1338,26760,"RF-ALONE-NA-NA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"RF","ALONE","NAVSQU",4,"7/10/24",NA,NA,44,"9.511",37,11,"",887,17740,"RF-ALONE-NA-NA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"RF","ALONE","NAVSQU",5,"7/10/24",NA,NA,55.7,"14.219",44,12,"",1340,26800,"RF-ALONE-NA-NA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"RF","ALONE","NAVSQU",6,"7/10/24",NA,NA,49.5,"13.96",43,29,"",1851,37020,"RF-ALONE-NA-NA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"RF","ALONE","NAVSQU",7,"7/10/24",NA,NA,52.1,"",NA,NA,"",2899.47386273534,57989.4772547069,"RF-ALONE-NA-NA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"RF","ALONE","NAVSQU",8,"7/10/24",NA,NA,52.5,"9.718",38,14,"",882,17640,"RF-ALONE-NA-NA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"RF","ALONE","NAVSQU",9,"7/10/24",NA,NA,45.1,"5.879",39,31,"",1234,24680,"RF-ALONE-NA-NA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"RF","ALONE","NAVSQU",10,"7/10/24",NA,NA,50,"",NA,NA,"",2217.39766411475,44347.953282295,"RF-ALONE-NA-NA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"RF","ALONE","NAVSQU",11,"7/10/24",NA,NA,47.5,"",NA,NA,"",1611.32127855329,32226.4255710657,"RF-ALONE-NA-NA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"RF","ALONE","CLAPUR",2,"7/10/24",NA,NA,113.2,"",NA,NA,"",213,11502,"RF-ALONE-NA-NA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"RF","ALONE","CLAPUR",4,"7/10/24",NA,NA,79.6,"",NA,NA,"",71,3834,"RF-ALONE-NA-NA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"RF","ALONE","CLAPUR",5,"7/10/24",NA,NA,59.6,"",NA,NA,"",19,1026,"RF-ALONE-NA-NA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"RF","ALONE","CLAPUR",6,"7/10/24",NA,NA,42.4,"",NA,NA,"",8,432,"RF-ALONE-NA-NA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"RF","ALONE","CLAPUR",7,"7/10/24",NA,NA,43,"",NA,NA,"",146,7884,"RF-ALONE-NA-NA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"RF","ALONE","CLAPUR",8,"7/10/24",NA,NA,90.9,"",NA,NA,"",209,11286,"RF-ALONE-NA-NA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"RF","ALONE","CLAPUR",9,"7/10/24",NA,NA,65.7,"",NA,NA,"",45,2430,"RF-ALONE-NA-NA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"RF","ALONE","CLAPUR",10,"7/10/24",NA,NA,123.4,"",NA,NA,"",489,26406,"RF-ALONE-NA-NA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"RF","ALONE","CLAPUR",11,"7/10/24",NA,NA,82,"",NA,NA,"",96,5184,"RF-ALONE-NA-NA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"RF","ALONE","CLAPUR",12,"7/10/24",NA,NA,61,"",NA,NA,"",15,810,"RF-ALONE-NA-NA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"RF","ALONE","CLAPUR",13,"7/10/24",NA,NA,63.8,"",NA,NA,"",13,702,"RF-ALONE-NA-NA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"RF","ALONE","CLAPUR",14,"7/10/24",NA,NA,70.3,"",NA,NA,"",36,1944,"RF-ALONE-NA-NA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"RF","ALONE","COLLIN",1,"6/28/24",NA,NA,44.4,"",NA,NA,"",110,440,"RF-ALONE-NA-NA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"RF","ALONE","COLLIN",2,"6/28/24",NA,NA,38.1,"",NA,NA,"",19,76,"RF-ALONE-NA-NA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"RF","ALONE","COLLIN",3,"6/28/24",NA,NA,38.1,"",NA,NA,"",105,420,"RF-ALONE-NA-NA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"RF","ALONE","COLLIN",4,"6/28/24",NA,NA,34.3,"",NA,NA,"",78,312,"RF-ALONE-NA-NA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"RF","ALONE","COLLIN",5,"6/28/24",NA,NA,29.4,"",NA,NA,"",12,48,"RF-ALONE-NA-NA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"RF","ALONE","COLLIN",6,"6/28/24",NA,NA,42.1,"",NA,NA,"",75,300,"RF-ALONE-NA-NA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"RF","ALONE","COLLIN",7,"6/28/24",NA,NA,39.4,"",NA,NA,"",68,272,"RF-ALONE-NA-NA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"RF","ALONE","COLLIN",8,"6/28/24",NA,NA,47.9,"",NA,NA,"",80,320,"RF-ALONE-NA-NA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"RF","ALONE","COLLIN",9,"6/28/24",NA,NA,39.6,"",NA,NA,"",40,160,"RF-ALONE-NA-NA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"RF","ALONE","COLLIN",10,"6/28/24",NA,NA,39.5,"",NA,NA,"",129,516,"RF-ALONE-NA-NA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"RF","ALONE","GILCAP",1,"7/8/24",NA,NA,66,"",NA,NA,"",975,1950,"RF-ALONE-NA-NA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"RF","ALONE","GILCAP",2,"7/8/24",NA,NA,85,"",NA,NA,"",2100,4200,"RF-ALONE-NA-NA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"RF","ALONE","GILCAP",3,"7/8/24",NA,NA,73,"",NA,NA,"",700,1400,"RF-ALONE-NA-NA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"RF","ALONE","GILCAP",4,"7/8/24",NA,NA,58,"",NA,NA,"",2625,5250,"RF-ALONE-NA-NA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"RF","ALONE","GILCAP",5,"7/8/24",NA,NA,75,"",NA,NA,"",1500,3000,"RF-ALONE-NA-NA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"RF","ALONE","GILCAP",6,"7/8/24",NA,NA,66,"",NA,NA,"",2125,4250,"RF-ALONE-NA-NA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"RF","ALONE","GILCAP",7,"7/8/24",NA,NA,68,"",NA,NA,"",2425,4850,"RF-ALONE-NA-NA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"RF","ALONE","GILCAP",8,"7/8/24",NA,NA,77.1,"",NA,NA,"",1275,2550,"RF-ALONE-NA-NA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"RF","ALONE","GILCAP",9,"7/8/24",NA,NA,88.2,"",NA,NA,"",1000,2000,"RF-ALONE-NA-NA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"RF","ALONE","GILCAP",10,"7/8/24",NA,NA,95,"",NA,NA,"",2225,4450,"RF-ALONE-NA-NA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"RF","ALONE","PLAFIG",1,"6/28/24",NA,NA,58.1,"none",NA,NA,"",214,856,"RF-ALONE-NA-NA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"RF","ALONE","PLAFIG",2,"6/28/24",NA,NA,62.1,"none",NA,NA,"",394,1576,"RF-ALONE-NA-NA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"RF","ALONE","PLAFIG",3,"6/28/24",NA,NA,41.1,"none",NA,NA,"",20,80,"RF-ALONE-NA-NA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"RF","ALONE","PLAFIG",4,"6/28/24",NA,NA,49.8,"none",NA,NA,"",90,360,"RF-ALONE-NA-NA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"RF","ALONE","PLAFIG",5,"6/28/24",NA,NA,66.7,"none",NA,NA,"",273,1092,"RF-ALONE-NA-NA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"RF","ALONE","PLAFIG",6,"6/28/24",NA,NA,56.3,"none",NA,NA,"",170,680,"RF-ALONE-NA-NA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"RF","ALONE","PLAFIG",7,"6/28/24",NA,NA,55.6,"none",NA,NA,"",28,112,"RF-ALONE-NA-NA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"RF","ALONE","PLAFIG",8,"6/28/24",NA,NA,38.7,"none",NA,NA,"",29,116,"RF-ALONE-NA-NA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"RF","ALONE","PLAFIG",9,"6/28/24",NA,NA,44,"none",NA,NA,"",94,376,"RF-ALONE-NA-NA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"RF","ALONE","PLAFIG",10,"6/28/24",NA,NA,44.1,"none",NA,NA,"",65,260,"RF-ALONE-NA-NA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"RF","ALONE","PLECON",1,"6/25/24",NA,NA,47.8,"none",NA,NA,"BS main stem",1900,1900,"RF-ALONE-NA-NA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"RF","ALONE","PLECON",2,"6/25/24",NA,NA,45.5,"none",NA,NA,"",620,620,"RF-ALONE-NA-NA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"RF","ALONE","PLECON",3,"6/25/24",NA,NA,51.5,"none",NA,NA,"",1130,1130,"RF-ALONE-NA-NA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"RF","ALONE","PLECON",4,"6/25/24",NA,NA,55.9,"none",NA,NA,"",2040,2040,"RF-ALONE-NA-NA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"RF","ALONE","PLECON",5,"6/25/24",NA,NA,46.2,"none",NA,NA,"",310,310,"RF-ALONE-NA-NA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"RF","ALONE","PLECON",6,"6/25/24",NA,NA,50.5,"none",NA,NA,"",2190,2190,"RF-ALONE-NA-NA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"RF","ALONE","PLECON",7,"6/25/24",NA,NA,42.7,"none",NA,NA,"",860,860,"RF-ALONE-NA-NA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"RF","ALONE","PLECON",8,"6/25/24",NA,NA,60.5,"none",NA,NA,"",1520,1520,"RF-ALONE-NA-NA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"RF","ALONE","PLECON",9,"6/25/24",NA,NA,56.1,"none",NA,NA,"",1630,1630,"RF-ALONE-NA-NA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"RF","ALONE","PLECON",10,"6/25/24",NA,NA,51.6,"none",NA,NA,"",2800,2800,"RF-ALONE-NA-NA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"RF","ALONE","PLECON",11,"6/25/24",NA,NA,35.4,"none",NA,NA,"",300,300,"RF-ALONE-NA-NA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"RF","DIVERSE","EPIDEN",1,"7/10/24",5,"E3",45.2,"0.842",NA,NA,"COLLECTED",4,60,"RF-DIVERSE-5-E3",0,23,2,21,7,3,5,4,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0
"RF","DIVERSE","EPIDEN",2,"7/8/24",2,"E1",40.1,"0.503",NA,NA,"collected",14,210,"RF-DIVERSE-2-E1",2,1,0,6,1,2,0,17,1,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0
"RF","DIVERSE","EPIDEN",3,"7/8/24",2,"D2",26.5,"0.17",NA,NA,NA,4,60,"RF-DIVERSE-2-D2",12,4,3,8,1,6,5,11,2,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
"RF","DIVERSE","EPIDEN",4,"7/4/24",1,"E2",10.4,NA,NA,NA,NA,7,105,"RF-DIVERSE-1-E2",1,0,0,7,2,6,2,13,2,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
