PARK,PLOT,SPECIES,REP,date,PLOT,SUBPLOT,height,stems,fr1,fr2,fr3,fr4,fr5,EXACTFR,BIOMASS,TOPFR,SIDEFR,notes
SEM,ALONE,PLAFIG,9,7/18/24,NA,NA,,,732,,,,,,,,,
SEM,ALONE,PLAFIG,10,7/18/24,NA,NA,,,297,,,,,,,,,
SEM,ALONE,PLAFIG,11,7/18/24,NA,NA,,,1055,,,,,,,,,
WIR,ALONE,PLAFIG,1,7/2/24,NA,NA,43.2,7,142,397,247,754,490,2030,,,,
WIR,ALONE,PLAFIG,2,7/2/24,NA,NA,35.8,6,172,43,230,136,726,1307,,,,
WIR,ALONE,PLAFIG,3,7/2/24,NA,NA,33.5,8,145,198,146,481,166,1136,,,,
WIR,ALONE,PLAFIG,4,7/2/24,NA,NA,30.5,4,175,279,519,89,,1062,,,,
WIR,ALONE,PLAFIG,5,7/2/24,NA,NA,44.3,7,137,523,186,100,127,1073,,,,
WIR,ALONE,PLAFIG,6,7/2/24,NA,NA,31.5,8,289,99,248,81,198,915,,,,
WIR,ALONE,PLAFIG,7,7/2/24,NA,NA,49.6,5,582,300,398,141,300,1721,,,,
WIR,ALONE,PLAFIG,8,7/2/24,NA,NA,37.8,7,53,54,107,156,101,471,,,,
WIR,ALONE,PLAFIG,9,7/2/24,NA,NA,32.7,6,114,157,95,283,63,712,,,,
WIR,ALONE,PLAFIG,10,7/2/24,NA,NA,33.5,14,86,48,120,121,33,408,,,,
BR,ALONE,PLECON,1,6/25/24,NA,NA,34.8,1,23,,,,,,none,,,
BR,ALONE,PLECON,2,6/25/24,NA,NA,31.5,1,22,,,,,,none,,,
BR,ALONE,PLECON,3,7/24/24,NA,NA,6,1,,,,,,,none,,,BT
BR,ALONE,PLECON,4,7/2/24,NA,NA,26,1,11,,,,,,none,,,
BR,ALONE,PLECON,5,6/25/24,NA,NA,25.5,1,15,,,,,,none,,,
BR,ALONE,PLECON,6,6/25/24,NA,NA,24.1,1,9,,,,,,none,,,
BR,ALONE,PLECON,7,7/2/24,NA,NA,8.6,1,3,,,,,,none,,,
BR,ALONE,PLECON,8,6/25/24,NA,NA,13.3,1,3,,,,,,none,,,
BR,ALONE,PLECON,9,6/25/24,NA,NA,20.6,1,16,,,,,,none,,,
BR,ALONE,PLECON,10,7/2/24,NA,NA,28,1,7,,,,,,none,,,
RF,ALONE,PLECON,1,6/25/24,NA,NA,47.8,1,190,,,,,,none,,,BS main stem
RF,ALONE,PLECON,2,6/25/24,NA,NA,45.5,1,62,,,,,,none,,,
RF,ALONE,PLECON,3,6/25/24,NA,NA,51.5,1,113,,,,,,none,,,
RF,ALONE,PLECON,4,6/25/24,NA,NA,55.9,1,204,,,,,,none,,,
RF,ALONE,PLECON,5,6/25/24,NA,NA,46.2,1,31,,,,,,none,,,
RF,ALONE,PLECON,6,6/25/24,NA,NA,50.5,1,219,,,,,,none,,,
RF,ALONE,PLECON,7,6/25/24,NA,NA,42.7,1,86,,,,,,none,,,
RF,ALONE,PLECON,8,6/25/24,NA,NA,60.5,1,152,,,,,,none,,,
RF,ALONE,PLECON,9,6/25/24,NA,NA,56.1,1,163,,,,,,none,,,
RF,ALONE,PLECON,10,6/25/24,NA,NA,51.6,1,280,,,,,,none,,,
RF,ALONE,PLECON,11,6/25/24,NA,NA,35.4,1,30,,,,,,none,,,
SEM,ALONE,PLECON,1,6/25/24,NA,NA,37.4,1,15,,,,,,None,,,
SEM,ALONE,PLECON,2,,NA,NA,,,,,,,,,None,,,GONE?
SEM,ALONE,PLECON,3,,NA,NA,,,,,,,,,None,,,GONE?
SEM,ALONE,PLECON,4,6/25/24,NA,NA,24.1,1,25,,,,,,None,,,
SEM,ALONE,PLECON,5,6/25/24,NA,NA,21.4,1,32,,,,,,None,,,
SEM,ALONE,PLECON,6,6/25/24,NA,NA,20.5,1,58,,,,,,None,,,
SEM,ALONE,PLECON,7,6/25/24,NA,NA,18.1,1,7,,,,,,None,,,
SEM,ALONE,PLECON,8,7/18/24,NA,NA,25.2,1,35,,,,,,None,,,
SEM,ALONE,PLECON,9,7/18/24,NA,NA,33.1,1,40,,,,,,None,,,
SEM,ALONE,PLECON,10,6/25/24,NA,NA,15.6,1,10,,,,,,None,,,
WIR,ALONE,PLECON,1,6/25/24,NA,NA,15.7,42,1,,,,,,none,,,
WIR,ALONE,PLECON,2,6/25/24,NA,NA,24.5,1,8,,,,,,none,,,
WIR,ALONE,PLECON,3,7/2/24,NA,NA,10,1,5,,,,,,none,,,
WIR,ALONE,PLECON,4,6/25/24,NA,NA,15.9,1,13,,,,,,none,,,
WIR,ALONE,PLECON,5,6/25/24,NA,NA,24.2,1,33,,,,,,none,,,
WIR,ALONE,PLECON,6,6/25/24,NA,NA,19.1,1,31,,,,,,none,,,
WIR,ALONE,PLECON,7,6/25/24,NA,NA,38.1,1,65,,,,,,none,,,
WIR,ALONE,PLECON,8,6/25/24,NA,NA,32.3,1,75,,,,,,none,,,
WIR,ALONE,PLECON,9,,NA,NA,,,,,,,,,,,,dead
WIR,ALONE,PLECON,10,,NA,NA,,,,,,,,,,,,dead
